ИНН,Короткое название,Статус,Система налогообложения,Дата последней отчетности
6164281601,"ООО ""КЦ - РОСТОВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6164040660,"ООО ""УСЛУГА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6167142170,"ООО ""ЮЖНЫЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
6163206760,"ООО ""МТ-АГРО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6166085070,"ООО ""ДОМОСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6168107820,"ООО ""ГАРАНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6164129100,"ООО ""ЮГОПТТОРГ""",,,
6168070785,"ООО ""СИСТЕМА""",Дисквалификация с 7 июня 2025 г. по 6 июня 2026 г.,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6154567432,"ООО ""ЛОТОС""","Юридическое лицо ликвидировано 14 июня 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
6164138143,"ООО ""ЭНКИ 1""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
6165558775,"ООО ""РОБИНЗОН-ТРЭВЕЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6167121525,"ООО ""ТД ""ДОНТЕКСТИЛЬ""","Юридическое лицо ликвидировано 30 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
6161065458,"ООО ""УК ""ЮЖНАЯ СТОЛИЦА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6167195069,"ООО ""СТРОЙСЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
6164120940,"ООО ""ВЕЛЕС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6166125742,"ООО ""СКБИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
6161056140,"ООО ""ИТАЛМАШ""","Юридическое лицо ликвидировано 7 июля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6164141185,"ООО ""РЕАЛ""","Юридическое лицо ликвидировано 20 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
6163158355,"ООО ""ВАЛЕНСИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
6168085799,"ООО ""РПС-1""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
6164311704,"ООО ""СТЕФФИ ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6143046460,"ООО ""АРОМА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
6168719950,"ООО ""СТОУМ ГРУПП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6165180170,"ООО ""СТРОЙКОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
6162067634,"ООО СК ""РМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6141045809,"ООО ""АЛЬБИОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6162059337,"ООО ""СМУ ""СМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6167132622,"ООО ""ДПП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6164042963,"ООО ""ЮПИТЕР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6167106742,"ООО ""СКИФ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6167109140,"ООО ""РСЗ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6163143790,"ООО ""ЭЛ СИ Ю""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6167104720,"ООО ""ИНТЕРСТРОЙСЕРВИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6167091983,"ООО ""СОЗИДАНИЕ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6168106135,"ООО ""ЭВЕРЕСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6164307377,"ООО ""АЛЬЯНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6168105999,"ООО ""СЕЛЬМАШЮГ""","Юридическое лицо ликвидировано 1 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
6167145815,"ООО ""СРЗ УСТЬ-ДОНЕЦКИЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,
6166058542,"ООО ""МАЙБЕЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2016.0
6163142725,"ООО ""ТЕХНОЛОГИИ ПРОГРЕССА""","Юридическое лицо ликвидировано 21 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2017.0
6168201815,"САДОВОДЧЕСКОЕ ТОВАРИЩЕСТВО ""ПУТЕЕЦ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,
6163218075,"ООО ""РКК""",Юридическим лицом принято решение об изменении места нахождения,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6161078320,"ООО ""СЗ ""ЮСК""","Юридическое лицо ликвидировано 1 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
6164248192,"ООО ""РЕАЛЬНЫЙ МИР""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2020.0
6164294872,"ООО ""ЖКХ ЛЕНИНСКОГО РАЙОНА""","Юридическое лицо ликвидировано 21 марта 2025 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2023.0
6166081647,"ООО ""АРХИТОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6168100623,"ООО ""РЕКА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6167197676,"ООО ""РЭЙЛСПЕЦТРАНС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6168113816,"ООО ""ИНЖЕНЕРНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6206003479,"МКП ""КТК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6205004014,"ООО "" СКИФ """,Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6226005636,"ООО ""ГАЗСТРОЙРЕМСБЫТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6230115720,"ООО ""ТСК""","Юридическое лицо ликвидировано 27 октября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6234149374,"ООО ""ПТИЦА ПРОДУКТ""","Юридическое лицо ликвидировано 15 декабря 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
6234066512,"ООО ""ИНФОТЕК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6234134515,"ООО ""АГРОКОЛОС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6234170513,"ООО ""АГРОФИРМА АЛЕКСАНДРОВСКАЯ""","Юридическое лицо ликвидировано 3 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
6229046020,"ООО ""АЗКОМ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6230082513,"ООО ""ВТОРПРОММЕТ""","Юридическое лицо ликвидировано 20 ноября 2022 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6229046609,"ООО ""СТРИМ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6234132726,"ООО ""АВРОРАТРЕЙДИНГ""","Юридическое лицо ликвидировано 26 октября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2017.0
6215031610,"ООО ""ЭНЕРГОСТРОЙ""","Юридическое лицо ликвидировано 3 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6234132028,"ООО ""АЛМАЗ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6234019992,"ООО ""АВТО БУ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
6229091200,"ООО ""УК ТЕПЛЫЙ ДОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
6234130373,"ООО ""ГК ""СВЕТЛЫЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6230082785,"ООО ""СПЕЦМОНОЛИТПРОЕКТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
6234185862,"ООО ""КЕДР""","Юридическое лицо ликвидировано 28 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
6230109349,"ООО ""СДС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6318039515,"ООО ""ЭЛЕКТРОСБЫТСЕРВИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6318008789,"ООО ""МИГ-СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6318245074,"ООО ""СТРОИТЕЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6318001254,"ООО ""НАДЕЖДА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6318025255,"ООО ""САМФИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6318044314,"ООО ""КОНВЕНТМОНТАЖ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6318139742,"ООО ""БЛИСС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6319224944,"ООО ""БИЛДИНГ САМАРА""","Юридическое лицо ликвидировано 28 мая 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6318058349,"ООО ""ТЕХТОРГ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6318057232,"ООО ""АСТЕРА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6314030134,"ООО ""НОВЫЙ ВЕК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6314032727,"ООО ""ТЭС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6312197410,"ООО ""ОРИОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6311160880,"ООО ""ИННОТЕК""","Юридическое лицо ликвидировано 14 мая 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
6319248134,"ООО ""СК АЛЬТЕРНАТИВА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6318041641,"ООО ""АСС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6316230636,"ООО ""МОНОЛИТСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6311097010,"ООО ""ЛЕДА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6324070425,"ООО ""СПЕЦПРОММОНТАЖ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6323103981,"ООО ""МАЛАХИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6324001887,"ООО ""ХЕЛП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2014.0
6324062230,"ООО ""ЭЛСИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6324025800,"ООО ""ПРОМЫШЛЕННЫЙ АЛЬЯНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6350028606,"ООО ""ИМАКО""",Юридическим лицом принято решение об изменении места нахождения,УСН Согласно данным ФНС за 2025 год,2023.0
6372020720,"ООО ""ЭНЕРГОСЕРВИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6325077060,"ООО ""СТРОЙТОРГСНАБ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),Общая (ОСНО) Согласно данным ФНС за 2023 год,
6325059470,"ООО ""СТРОЙ-С""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6317103285,"ООО ""ПАРИТЕТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
6318198642,"ООО ""КОНСТАНТ 18""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6330091141,"ООО ""ПК ТЕРМОПРОФФ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6330089093,"ООО ""СПЕЦГНБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6320014620,"ООО ""СКП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6321254390,"ООО ""ХОЗЯЙСКИЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
6321440371,"ООО ""УПРАВЛЯЮЩАЯ ТОЛЬЯТТИНСКАЯ КОМПАНИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
6314036190,"ООО ""МАРИН РИТЕЙЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6330059187,"ООО ""ОК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6372026088,"ООО ""ССТ""","Юридическое лицо ликвидировано 14 марта 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6322045670,"ООО ""ВОЛГА-УРАЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6319732063,"ООО ""ХИММАШ""","Юридическое лицо ликвидировано 30 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6312164037,"ООО ""РСК СТРОЙСПЕКТР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
6316223050,"ООО ""СОВБАШКРАН""","Юридическое лицо ликвидировано 17 ноября 2023 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2020.0
6316199369,"ООО ""ИНКОН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6316159990,"ООО ЭСК ""АВАНГАРД -ЭР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6316088130,"ОАО ""347 ВОЕНПРОЕКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
6382018230,"ООО ""АВТО ХОЛДИНГ СЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6322035048,"ООО ""АЛЬКОР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6321138844,"ЖСК ""ЖАСМИН-ДОМ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6321418351,"ООО ""АВТОМАМА-ТРАНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6321373781,"ООО ""ПОРУЧИКЪ ГОЛИЦЫНЪ""",,,
6321453638,"ООО ""ТЕХНОТЕНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6450095324,"ООО ""САРАТОВАГРОЗАПЧАСТЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6450081579,"ООО ""ЮВЭСС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6452135075,"ООО ""РУСАГРОПРОДУКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6450926441,"ООО ""АРТ-ДМИТРИЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6450114288,"ООО ""РУСОЙЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6451419388,"ООО ""МЕГАПРО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6451010700,"ООО УК ""СТОЛИЦА""",,,
6454142007,"ООО ""АРТРО-ЭКСКЛЮЗИВ""",,,
6452147225,"ООО ""ВЕАНОР СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6453135543,"ООО ""РЦКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6452915357,"ООО ""НПЦ ""НАУКА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6454132545,"ООО ""ВКС""",,,
6452142650,"ООО ""СТРОЙЗАПЧАСТЬ""","Юридическое лицо ликвидировано 7 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
6452150980,"ООО ""СК ТЕХНОЛОДЖИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
6455044676,"ООО ""ВАДЕР-СТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6455057724,"ООО ""ЦТМ ""ПРЕСТИЖ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6450105967,"ООО ""АВАНГАРД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
6452900022,"ООО ""ПРОКОНСАЛТИНГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2015.0
6432021633,"ООО ""САРМЯСО""",,,
6453079930,"ООО ""ЭКСПРЕСС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6454124382,"ООО ""ИНЖКОНСАЛТСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6454114360,"ООО ""АГРОХИМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6455044362,"ООО ""САНСИТИ""","Юридическое лицо ликвидировано 31 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
6454093310,"ООО ""ЮГГАЗРЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6454065200,"ООО ""РЕМЭКС""",,,
6454115660,"ООО ""ТПК-ХОРАС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6401001852,"ООО ""АЛСЕРВИССТРОЙ""",Юридическим лицом принято решение об изменении места нахождения,Общая (ОСНО) Согласно данным ФНС за 2023 год,
6411078325,"ООО ""ПУТЕШЕСТВИЯ БЕЗ ГРАНИЦ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
6439066351,"ООО ""ЭНЕРГОХОЛДИНГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6439077339,"ООО ""ОКНА ШИК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6415005007,"ООО ""ДОРТРАНССЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6442013180,"ООО ""ГСП""",,,
6312140011,"ООО ""ПТК ""РОСТА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6453166284,"ООО ""АТЛАНТА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
6453126475,"ООО ""ТАЙЕР СТАЙЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6453136850,"ООО ""ВАН-АВТО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6453159311,"ООО ""ПРОМ ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6453169334,"ООО УК ""СТРУКТУРА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6453085229,"ООО ""ДОМАКОНТАКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6453124446,"ООО ГК ""ЭВРИКАМК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6453162755,"ООО ""БАРИОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6501299216,"ООО ""ОЛЕСЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
6501093448,"ООО ""ФЕНИКС-II""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
6500002374,"ООО ""СК СОЮЗ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
6501306400,"ООО НПО ""ПРОЕКТСТРОЙ ДВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
323351366,"ООО ""ПРИНТРАНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6681006970,"ООО ""РКЦ""","Юридическое лицо ликвидировано 2 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
6685176028,"ООО ""ТЕРРАСТРОЙ""",,,
6679131974,"ООО ""ГОРИЗОНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6634009163,"ООО ""АЛЬТЕРНАТИВА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6670236235,"ООО ""БОНУС""","Юридическое лицо ликвидировано 10 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
6658555034,"ООО ""ЭЛЕКТРО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6658080599,"ООО ""ТЦ ""КВОРУМ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6658169381,"ООО ""МЕЖРЕГИОНАЛЬНЫЙ ЦЕНТР""","Юридическое лицо ликвидировано 19 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
6679070224,"ООО ""АГРОСИТИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
6658518441,"ООО ""КРУ-КОМПЛЕКТ""","Юридическое лицо ликвидировано 15 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
6658355050,"ДНТ ""ХРИЗОЛИТОВЫЙ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6658220454,"ООО ""РЕНН""",,,
6678094582,"ООО ""ВЕНИК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
6678063520,"ООО ""ТЕХНОЛОГИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6686072455,"ООО ""ВАНТАЖ""","Юридическое лицо ликвидировано 26 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
6678098837,"ООО ТК ""ТРИ КИТА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
6633029174,"ООО ""УСК ""ПРЕТОРИЙ""","Юридическое лицо ликвидировано 21 июня 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
6678057950,"ООО ""ПРОФЦЕНТР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6678097167,"ООО ""СК СИТИСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6678102498,"ООО ТЛК ""ТРИ КИТА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6658375610,"ООО ""СПЕЦСТРОЙМОНТАЖ""",,,
6670050270,"ООО НПО ""СПЕЦСТАЛЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6670168070,"ООО ""РЕСУРС УРАЛА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6670506266,"ООО ""СПЕЦТРЕЙД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6679039383,"ООО ""БЕРЕЗИТ-УРАЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2015.0
6670506516,"ООО ""МТМ УРАЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
6670289727,"ООО КОМПАНИЯ ""ХЛЕБИНВЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
