number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
191969/23/25043-ИП,13880851.24,7703645982,2543077070,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПАЙНТЕХ""",0,Компания не соответствует критериям стоп-листа.,"['+7 495 737-81-26', '+7 495 737-81-32', '+7 495 737-81-34']","['migce@me.com', 'eugenia@mst.ru']","[{'name': 'mst.ru', 'url': 'http://mst.ru'}]","ООО ""ПРОФИТ""","Юридическое лицо ликвидировано 23 января 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",2021.0
200942/23/25043-ИП,3590610.0,4824102248,2543004690,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОВОЩИ ФРЕШ""",0,Нет признаков из стоп-листа.,[],['390345@gmail.com'],[],"ООО ""ГРИН ТРЕЙД""","Юридическое лицо ликвидировано 30 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2022.0
29657/23/25043-ИП,4852859.0,2537043066,2540213984,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРЕСТ-СТАР""",0,Нет совпадений с критериями стоп-листа.,"['+7 423 273-00-99', '+7 423 228-66-44', '+7 423 522-62-59']","['forest-star@mail.ru', 'forest-star@maik.ru']",[],"ООО ""ТРИО-ГРАНСЕРВИС""",Действующая компания,2024.0
181430/23/25043-ИП,4256847.29,2536317807,2540254437,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГОРИТМ""",0,"Нет признаков из стоп-листа, частная компания, нет санкций, выручка и активы низкие, нет госзакупок.",['+7 914 684-54-54'],[],[],"ООО ""ВЛАДИВОСТОК ГОЛЬФ И РЕЗОРТ""",Действующая компания,2023.0
168660/23/25043-ИП,3195317.84,2538100912,2537125079,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕАТОН""",0,"Нет признаков из стоп-листа. Частная компания, нет госучастия, санкций, крупных активов или контрактов.","['+7 423 233-21-81', '+7 908 973-29-44', '+7 423 233-21-80']",['beaton2006@mail.ru'],[],"ООО ""КАПИТАЛИНВЕСТСТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2023.0
191090/23/25043-ИП,3069430.63,2540132492,2536194626,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНЗИТ""",25,"Выручка >45 млрд руб. +15%, деятельность в транспорте +10%.","['+7 423 297-20-05', '+7 985 551-90-19', '+7 423 249-58-13']","['glavbuh@transitllc.ru', 'transit.gosuslugi@gmail.com']","[{'name': 'transitllc.ru', 'url': 'http://transitllc.ru'}]","ООО ""БЮРО ИНСПЕКЦИЙ И ЭКСПЕРТИЗ""",Действующая компания,2024.0
113115/23/25036-ИП,4882175.13,2543133984,2524111706,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТРЕСУРС""",0,Нет совпадений с критериями стоп-листа.,"['+7 902 553-33-77', '+7 994 016-76-58']","['fort.resurs.25@yandex.ru', 'abs.vl@mail.ru']",[],"ООО ""ЖКХ""",Действующая компания,2022.0
173787/24/25011-ИП,3481159.98,9721206533,2508137464,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕС ИНТЕЛЛЕКТ""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, госзакупок и госучастия.",[],['esa-2@mail.ru'],[],"ООО ""СТРОЙ ГРАНД""",Действующая компания,2022.0
77337/24/25011-ИП,8746364.45,2524004454,2508090745,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЛС""",0,"Нет признаков, соответствующих стоп-листу.","['+7 423 663-38-74', '+7 423 662-16-40', '+7 423 662-38-97']","['nata.p85@mail.ru', 'bpbunker@yandex.ru']",[],"ООО ""ВТС""",Действующая компания,2024.0
33687/24/25011-ИП,26689944.0,4909096032,2508134907,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛЫМСКАЯ РОССЫПЬ""",10,"Нет госучастия, иностранцев, санкций. Выручка и госзакупки низкие. Деятельность не связана с атомной или спецтехникой.","['+7 413 225-39-59', '+7 413 221-00-21', '+7 413 260-97-58']",['89248515903@rambler.ru'],"[{'name': 'kolros.ru', 'url': 'https://kolros.ru'}]","ООО ""ТАЛАН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2023.0
91868/24/25011-ИП,2878383.92,3123011520,2508137464,,КИВИ БАНК (АКЦИОНЕРНОЕ ОБЩЕСТВО),10,Входит в санкционные списки Украины (+10%). Остальные критерии не применимы.,"['+7 495 231-36-45', '+7 495 783-59-59', '+7 800 707-77-59']",['bankinfo@qiwi.ru'],"[{'name': 'qiwi.com/business', 'url': 'https://qiwi.com/business'}, {'name': '1pb.ru', 'url': 'http://1pb.ru'}, {'name': 'qiwi.ru', 'url': 'http://qiwi.ru'}]","ООО ""СТРОЙ ГРАНД""",Действующая компания,2022.0
305591/24/25011-ИП,2579754.92,2540234663,2543133127,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИКС-РОУД""",0,Нет совпадений с критериями стоп-листа.,"['+7 902 523-28-66', '+7 908 986-92-64']",['ooo.xroad@gmail.com'],[],"ООО ""АКЦЕНТ РЕСУРС АВТО""",Действующая компания,2022.0
549766/23/25013-ИП,18605403.65,2540221760,2511107276,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СДМ-СЕРВИС""",0,Компания не соответствует ни одному из критериев стоп-листа.,['+7 908 977-38-08'],[],[],"АО ""ФИБ""",Действующая компания,2021.0
108934/22/25013-ИП,4145374.93,6504006429,2511107276,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫБОЛОВЕЦКИЙ КОЛХОЗ ИМ. КИРОВА""",0,Нет совпадений с критериями стоп-листа.,"['+7 424 359-63-17', '+7 924 484-22-73', '+7 914 750-63-39']","['kirovfarm@inbox.ru', 'bukhkirova@inbox.ru', 'ok_kirova@inbox.ru']","[{'name': 'подводная-работа.рф', 'url': 'http://подводная-работа.рф'}]","АО ""ФИБ""",Действующая компания,2021.0
305775/24/25013-ИП,8588042.57,5046001101,2511101852,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ФИРМА ""АВГУСТ""",25,"Выручка >45 млрд (15%), частичная деятельность (10%).","['+7 495 787-08-00', '+7 835 372-50-83', '+7 844 238-33-48']","['corporate@avgust.com', 'august_penza@mail.ru', 'july.babak@gmail.com']","[{'name': 'avgust.com', 'url': 'http://avgust.com'}]","ООО ""БИОАГРОПРИМОРЬЕ""",Действующая компания,2022.0
273872/23/25006-ИП,3335193.71,2537009643,2502061586,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОСТОЧНАЯ ВЕРФЬ""",45,"Управляющая компания из стоп-листа (+35%), санкции (+10%).","['+7 423 252-96-48', '+7 902 484-78-97', '+7 423 265-88-24']",['v_verf@mail.ru'],"[{'name': 'vverf.com', 'url': 'http://vverf.com'}]","ВФ АО НПЦ ""ЭТАЛОН""",Действующая компания,2022.0
92147/23/25006-ИП,2947970.32,2304018243,2536151887,,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ПАНСИОНАТ ""ПРИВЕТЛИВЫЙ БЕРЕГ""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, выручка и активы ниже порогов.","['+7 861 413-17-47', '+7 861 412-12-69', '+7 761 413-17-99']","['privet.bereg@mail.ru', 'gb@privbereg.ru', 'intagel@nm.ru']","[{'name': 'privbereg.ru', 'url': 'http://privbereg.ru'}]","ООО ""ГАЛАНД""","Юридическое лицо ликвидировано 25 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2022.0
177429/23/25006-ИП,6717986.21,2446007720,2543128649,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНАЯ СТРОИТЕЛЬНО-ИНЖИНИРИНГОВАЯ КОМПАНИЯ""",0,"Компания частная, без госучастия, санкций и крупных госзакупок.",['+7 391 291-16-02'],[],[],"ООО ""ТЕПЛОКОМ СМ""",Действующая компания,2020.0
16855/24/25006-ИП,5586261.51,7717577891,2543128649,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙТРАНСГАЗ-ВОСТОК""",10,Название и учредители не совпадают со стоп-листом. Нет санкций и крупных госзакупок. Выручка и активы не соответствуют критериям.,"['+7 499 128-01-33', '+7 495 984-72-32']",[],[],"ООО ""ТЕПЛОКОМ СМ""",Действующая компания,2020.0
303810/24/25006-ИП,3928509.02,2543128624,2502051958,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЛИЗАР""",0,Нет совпадений с критериями стоп-листа.,"['+7 421 298-86-10', '+7 914 321-23-03', '+7 914 321-63-30']",['blizarvl@gmail.com'],[],"ООО ""СТРОЙВОСТОК""",Действующая компания,2024.0
146819/22/24029-ИП,3887204.24,2466077228,2464133011,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАРИАНТ-999""",25,"Название и учредители не совпадают со стоп-листом, иностранного участия нет, выручка ниже 45 млрд, санкций нет, деятельность частично совпадает.","['+7 391 265-55-11', '+7 391 265-32-47', '+7 391 265-95-47']","['fomenko-variant@mail.ru', 'mebel999v@yandex.ru', 'krastochmash@yandex.ru']","[{'name': 'variant-999.ru', 'url': 'http://variant-999.ru'}]","ООО ""СПЕЦПРОМТЕХНОЛОГИИ""",Действующая компания,2021.0
154287/22/24029-ИП,28679945.3,2465288233,2464122884,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",0,Нет совпадений с критериями стоп-листа.,"['+7 391 215-47-30', '+7 391 280-08-26']","['sk_lider@bk.ru', 'notarius_shlyapkina@mail.ru']","[{'name': 'sklad-vorota.ru', 'url': 'http://sklad-vorota.ru'}]","ООО ""СИБИРЬСТРОЙНЕДВИЖИМОСТЬ""",Действующая компания,2022.0
154289/22/24029-ИП,12442589.94,2465288233,2464122884,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛИДЕР""",0,Нет совпадений с критериями стоп-листа.,"['+7 391 215-47-30', '+7 391 280-08-26']","['sk_lider@bk.ru', 'notarius_shlyapkina@mail.ru']","[{'name': 'sklad-vorota.ru', 'url': 'http://sklad-vorota.ru'}]","ООО ""СИБИРЬСТРОЙНЕДВИЖИМОСТЬ""",Действующая компания,2022.0
356444/24/24010-ИП,5698969.0,5904185330,2465170753,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙЗЕМНЕДВИЖИМОСТЬ-ПЕРМЬ""",0,Компания не соответствует критериям стоп-листа.,"['+7 342 214-80-07', '+7 342 293-10-40']","['szn-perm@mail.ru', 'perm@mail.ru']",[],"ООО СК ""ДЕЛЬТА""",Действующая компания,2023.0
116718/22/24010-ИП,7525000.0,7704515908,2462068247,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙ-ОЛИМП""",0,"Нет признаков из стоп-листа, частная компания, нет госучастия, санкций или крупных контрактов.",['+7 495 210-57-06'],['olimp-77@yandex.ru'],"[{'name': 'olimp-so.ru', 'url': 'http://olimp-so.ru'}]","ООО ""СК+""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2024.0
226938/22/24010-ИП,3958385.82,2461027456,2462062439,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЕВ-СТРОЙ""",0,Нет совпадений с критериями стоп-листа.,"['+7 391 269-56-90', '+7 908 202-84-60']","['niev24@mail.ru', 'niev24buh@mail.ru']",[],"ООО ""ПИРОЕЖКА""",Действующая компания,2022.0
181562/23/24010-ИП,7590760.78,2442011348,2465286980,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИДЖЮЛЬ""",0,Нет совпадений с критериями стоп-листа.,"['+7 391 325-10-09', '+7 913 519-25-75']","['morozov-agro@mail.ru', 'morozov-agroi@mail.ru']",[],"ООО ""АВТОГАРАНТ""",Действующая компания,2022.0
100259/23/24010-ИП,3416108.37,5047125036,2462059595,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БМВ ЛИЗИНГ""",15,"Иностранная форма собственности +10%, нет других факторов.","['+7 495 967-78-48', '+7 495 258-65-21', '+7 495 287-31-50']",['alexandra.gurianova@partner.bmw.com'],"[{'name': 'bmwleasing.ru', 'url': 'http://bmwleasing.ru'}]","ООО ""СИБИРСКАЯ ДРЕВЕСИНА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2020.0
34941/24/24023-ИП,4502959.19,3815011264,2404020334,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСАЛ ТАЙШЕТСКИЙ АЛЮМИНИЕВЫЙ ЗАВОД""",10,"Название и учредители не из стоп-листа, частная собственность, нет санкций, выручка ниже 45 млрд, активы не соответствуют критериям.","['+7 395 636-24-34', '+7 950 121-06-60', '+7 914 930-15-89']","['olga.esina2@rusal.com', 'info.taz@rusal.com']",[],"ООО ""СЭС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),2021.0
58559/23/24048-ИП,5398302.2,2447011091,2417003167,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРИГУС""",10,Иностранная форма собственности.,"['+7 391 459-62-74', '+7 391 456-06-37']",[],[],"ООО ""БЕРЕЗКА""",Юридическим лицом принято решение об изменении места нахождения,2024.0
106999/24/47035-ИП,520505.18,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
105119/24/47035-ИП,567429.7,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
248184/24/38028-ИП,1494665.45,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
16112/24/38028-ИП,804035.24,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
46237/24/38028-ИП,734002.23,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
130700/24/38028-ИП,859868.97,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
154589/24/38028-ИП,1069345.13,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
162592/24/38028-ИП,861083.3,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
24644/24/38028-ИП,1654218.3,3808166404,3805734070,7477218.619999999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",25,"Название и учредитель не в стоп-листе, выручка >45 млрд.","['+7 395 279-02-01', '+7 800 100-97-77', '+7 395 237-95-23']","['dept_angarsk@es.irkutskenergo.ru', 'office@es.irkutskenergo.ru', 'irk_es@es.irkutskenergo.ru']",[],"СНТ ""РОМАШКА""",Действующая организация,
116767/24/24013-ИП,16211185.23,2420200038,2465178368,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРСКАЯ ЛЕСОПРОМЫШЛЕННАЯ КОМПАНИЯ""",0,"Компания частная, нет госучастия, иностранцев, санкций, крупных активов или контрактов.","['+7 391 437-53-04', '+7 391 437-54-11', '+7 391 437-07-04']","['mail@24les.ru', 'al.gb@24les.ru', 'zelena_karat@mail.ru']",[],"ООО СК ""АЛЬЯНС""",Действующая компания,2021.0
154440/23/24013-ИП,2933684.37,7709788673,2465178368,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННАЯ КОМПАНИЯ РУСАЛ АНОДНАЯ ФАБРИКА""",10,"Частная компания, нет санкций, выручка менее 45 млрд, нет госзакупок.","['+7 495 720-51-70', '+7 395 633-93-74', '+7 395 633-94-38']","['tay-a-info@rusal.com', 'irina.chekhonina@rusal.ru']",[],"ООО СК ""АЛЬЯНС""",Действующая компания,2021.0
31745/24/24013-ИП,8213714.07,2465265290,2464227943,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНО-МОНТАЖНОЕ ПРЕДПРИЯТИЕ ""ДИАМАНТ""",0,"Нет признаков из стоп-листа. Частная собственность, нет санкций, выручка и госзакупки ниже порогов.","['+7 913 536-39-90', '+7 391 206-80-11', '+7 391 206-80-12']",['2120138@mail.ru'],[],"ООО СТК ""ВЕЛЕС""",Действующая компания,2024.0
28622/23/24014-ИП,3846717.0,1828009653,2466285002,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВС""",0,Нет признаков из стоп-листа.,"['+7 341 455-99-94', '+7 341 454-99-42', '+7 982 790-00-32']","['svs.vi@host.ru', 'office@ooosvs.ru', 'ooosvs@yandex.ru']","[{'name': 'ooosvs.ru', 'url': 'http://ooosvs.ru'}]","ООО ""ЛИДЕР""","Юридическое лицо ликвидировано 18 октября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",2022.0
207242/23/24014-ИП,3055524.2,2454019415,2465161420,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЯБИНА""",10,Иностранная форма собственности и учредитель дают +10%. Остальные критерии не соответствуют стоп-листу.,"['+7 391 156-06-68', '+7 391 214-56-98']",['2008@krasmail.ru'],[],"ООО ""ГК ГЕЛИОН""",Действующая компания,2024.0
227457/23/24014-ИП,8557790.96,2466132221,2460033256,,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКЭНЕРГОСБЫТ""",45,"Госучастие через управляющую компанию, выручка >45 млрд, объем контрактов >30 млрд.","['+7 391 257-67-07', '+7 391 257-57-07', '+7 391 263-98-64']","['kanz@krsk-sbit.ru', 'borisovaaa@kes.esc-rushydro.ru', 'kanz@kes.esc-rushydro.ru']","[{'name': 'krsk-sbit.ru', 'url': 'http://krsk-sbit.ru'}, {'name': 'es.krasnoyarsk.ru', 'url': 'http://es.krasnoyarsk.ru'}]","ООО ""ТРАНЗИТ""",Действующая компания,2021.0
15170/24/24014-ИП,6256444.98,2466169831,2466182864,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛМ-ЛОГИСТИК""",0,Нет признаков из стоп-листа.,"['+7 391 200-16-52', '+7 391 200-16-51']",[],"[{'name': 'klmlogistic.ru', 'url': 'http://klmlogistic.ru'}]","ООО ""ПРОФИЛЬ-КАПИТАЛ""",Действующая компания,2024.0
55820/24/47035-ИП,9020.0,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55821/24/47035-ИП,512993.8,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55823/24/47035-ИП,124898.74,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55831/24/47035-ИП,17962.62,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55834/24/47035-ИП,860623.47,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
131944/24/47035-ИП,1.0,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
55898/24/47035-ИП,1506506.04,3328424479,4716019296,18646553.66,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РКС-ЭНЕРГО""",10,"Частная компания, нет совпадений с госучастием, иностранцев, санкций или крупных контрактов. Выручка ниже 45 млрд.","['+7 813 613-38-77', '+7 812 244-70-64', '+7 813 789-94-77']","['rks_030@rks-energo.ru', 'office@rks-energo.ru', 'rks_070@rks-energo.ru']",[],"СНТ ""СОКОЛ-1"", МАССИВА ""НИКОЛЬСКОЕ""",Действующая организация,
