number,summa,creditor_inn,debtor_inn,group_summa
222830/24/98082-ИП,133678.28,7705522231,1436057000,1301860055.220002
222831/24/98082-ИП,11670.13,7705522231,1436057000,1301860055.220002
222832/24/98082-ИП,13419.34,7705522231,1436057000,1301860055.220002
222850/24/98082-ИП,80704.45,7705522231,1436057000,1301860055.220002
222852/24/98082-ИП,145459.06,7705522231,1436057000,1301860055.220002
222853/24/98082-ИП,80407.8,7705522231,1436057000,1301860055.220002
222854/24/98082-ИП,24923.67,7705522231,1436057000,1301860055.220002
222856/24/98082-ИП,21450.99,7705522231,1436057000,1301860055.220002
222859/24/98082-ИП,25432.32,7705522231,1436057000,1301860055.220002
106255/21/98082-ИП,66351.37,7705522231,1436057000,1301860055.220002
106306/21/98082-ИП,707710.2,7705522231,1436057000,1301860055.220002
106235/21/98082-ИП,711185.12,7705522231,1436057000,1301860055.220002
106234/21/98082-ИП,606608.78,7705522231,1436057000,1301860055.220002
106229/21/98082-ИП,468773.75,7705522231,1436057000,1301860055.220002
106228/21/98082-ИП,118324.57,7705522231,1436057000,1301860055.220002
106219/21/98082-ИП,150494.29,7705522231,1436057000,1301860055.220002
106218/21/98082-ИП,651826.4,7705522231,1436057000,1301860055.220002
107177/21/98082-ИП,707710.2,7705522231,1436057000,1301860055.220002
107179/21/98082-ИП,707710.2,7705522231,1436057000,1301860055.220002
107182/21/98082-ИП,257926.32,7705522231,1436057000,1301860055.220002
220010/24/98082-ИП,278901.91,7705522231,1436057000,1301860055.220002
220409/24/98082-ИП,23791.48,7705522231,1436057000,1301860055.220002
220408/24/98082-ИП,47064.42,7705522231,1436057000,1301860055.220002
220407/24/98082-ИП,21838.94,7705522231,1436057000,1301860055.220002
220406/24/98082-ИП,6690.53,7705522231,1436057000,1301860055.220002
220405/24/98082-ИП,33207.24,7705522231,1436057000,1301860055.220002
220403/24/98082-ИП,10251.76,7705522231,1436057000,1301860055.220002
220402/24/98082-ИП,5840.77,7705522231,1436057000,1301860055.220002
220401/24/98082-ИП,31283.71,7705522231,1436057000,1301860055.220002
220399/24/98082-ИП,21788.94,7705522231,1436057000,1301860055.220002
220398/24/98082-ИП,15167.42,7705522231,1436057000,1301860055.220002
220396/24/98082-ИП,5804.02,7705522231,1436057000,1301860055.220002
220393/24/98082-ИП,7585.64,7705522231,1436057000,1301860055.220002
220391/24/98082-ИП,13774.75,7705522231,1436057000,1301860055.220002
220390/24/98082-ИП,33821.71,7705522231,1436057000,1301860055.220002
220386/24/98082-ИП,12269.52,7705522231,1436057000,1301860055.220002
220385/24/98082-ИП,10575.3,7705522231,1436057000,1301860055.220002
220380/24/98082-ИП,43941.55,7705522231,1436057000,1301860055.220002
220379/24/98082-ИП,6083.35,7705522231,1436057000,1301860055.220002
220378/24/98082-ИП,5597.89,7705522231,1436057000,1301860055.220002
220377/24/98082-ИП,7199.23,7705522231,1436057000,1301860055.220002
220358/24/98082-ИП,29335.66,7705522231,1436057000,1301860055.220002
220354/24/98082-ИП,5093.92,7705522231,1436057000,1301860055.220002
220352/24/98082-ИП,61106.64,7705522231,1436057000,1301860055.220002
220351/24/98082-ИП,184719.26,7705522231,1436057000,1301860055.220002
220350/24/98082-ИП,277343.56,7705522231,1436057000,1301860055.220002
220349/24/98082-ИП,98797.31,7705522231,1436057000,1301860055.220002
220348/24/98082-ИП,78832.68,7705522231,1436057000,1301860055.220002
220347/24/98082-ИП,185750.11,7705522231,1436057000,1301860055.220002
220346/24/98082-ИП,123575.83,7705522231,1436057000,1301860055.220002
220345/24/98082-ИП,15131.99,7705522231,1436057000,1301860055.220002
220344/24/98082-ИП,400176.55,7705522231,1436057000,1301860055.220002
220317/24/98082-ИП,23121.56,7705522231,1436057000,1301860055.220002
220316/24/98082-ИП,23735.88,7705522231,1436057000,1301860055.220002
220309/24/98082-ИП,8083.32,7705522231,1436057000,1301860055.220002
220308/24/98082-ИП,6849.01,7705522231,1436057000,1301860055.220002
220307/24/98082-ИП,5275.78,7705522231,1436057000,1301860055.220002
220024/24/98082-ИП,8397.9,7705522231,1436057000,1301860055.220002
220016/24/98082-ИП,9380.54,7705522231,1436057000,1301860055.220002
220015/24/98082-ИП,14283.27,7705522231,1436057000,1301860055.220002
220011/24/98082-ИП,51716.0,7705522231,1436057000,1301860055.220002
220008/24/98082-ИП,257630.07,7705522231,1436057000,1301860055.220002
220007/24/98082-ИП,5536.42,7705522231,1436057000,1301860055.220002
220006/24/98082-ИП,5249.04,7705522231,1436057000,1301860055.220002
220002/24/98082-ИП,28359.2,7705522231,1436057000,1301860055.220002
219999/24/98082-ИП,56142.99,7705522231,1436057000,1301860055.220002
219998/24/98082-ИП,105342.21,7705522231,1436057000,1301860055.220002
219996/24/98082-ИП,102592.02,7705522231,1436057000,1301860055.220002
219995/24/98082-ИП,63102.47,7705522231,1436057000,1301860055.220002
219994/24/98082-ИП,106899.1,7705522231,1436057000,1301860055.220002
219993/24/98082-ИП,150041.8,7705522231,1436057000,1301860055.220002
219997/24/98082-ИП,5126.67,7705522231,1436057000,1301860055.220002
219992/24/98082-ИП,12050.81,7705522231,1436057000,1301860055.220002
219986/24/98082-ИП,12050.81,7705522231,1436057000,1301860055.220002
219985/24/98082-ИП,219989.05,7705522231,1436057000,1301860055.220002
219984/24/98082-ИП,25246.52,7705522231,1436057000,1301860055.220002
219983/24/98082-ИП,8741.47,7705522231,1436057000,1301860055.220002
219982/24/98082-ИП,52499.47,7705522231,1436057000,1301860055.220002
219981/24/98082-ИП,5211.68,7705522231,1436057000,1301860055.220002
219980/24/98082-ИП,5381.4,7705522231,1436057000,1301860055.220002
219979/24/98082-ИП,50179.2,7705522231,1436057000,1301860055.220002
219978/24/98082-ИП,17614.79,7705522231,1436057000,1301860055.220002
219977/24/98082-ИП,12431.36,7705522231,1436057000,1301860055.220002
219976/24/98082-ИП,19140.43,7705522231,1436057000,1301860055.220002
219973/24/98082-ИП,48807.65,7705522231,1436057000,1301860055.220002
219974/24/98082-ИП,13595.3,7705522231,1436057000,1301860055.220002
219970/24/98082-ИП,70341.71,7705522231,1436057000,1301860055.220002
219971/24/98082-ИП,84730.83,7705522231,1436057000,1301860055.220002
219969/24/98082-ИП,215697.0,7705522231,1436057000,1301860055.220002
219968/24/98082-ИП,85440.49,7705522231,1436057000,1301860055.220002
219967/24/98082-ИП,24663.16,7705522231,1436057000,1301860055.220002
219966/24/98082-ИП,25182.49,7705522231,1436057000,1301860055.220002
219953/24/98082-ИП,385133.71,7705522231,1436057000,1301860055.220002
219952/24/98082-ИП,380088.63,7705522231,1436057000,1301860055.220002
219951/24/98082-ИП,60687.67,7705522231,1436057000,1301860055.220002
219950/24/98082-ИП,6131.56,7705522231,1436057000,1301860055.220002
219949/24/98082-ИП,124909.74,7705522231,1436057000,1301860055.220002
219948/24/98082-ИП,69435.41,7705522231,1436057000,1301860055.220002
219947/24/98082-ИП,702142.69,7705522231,1436057000,1301860055.220002
219946/24/98082-ИП,117119.18,7705522231,1436057000,1301860055.220002
219945/24/98082-ИП,67336.49,7705522231,1436057000,1301860055.220002
219944/24/98082-ИП,30533.27,7705522231,1436057000,1301860055.220002
219943/24/98082-ИП,125407.71,7705522231,1436057000,1301860055.220002
219942/24/98082-ИП,6708.84,7705522231,1436057000,1301860055.220002
219937/24/98082-ИП,6154.89,7705522231,1436057000,1301860055.220002
219936/24/98082-ИП,16661.91,7705522231,1436057000,1301860055.220002
219934/24/98082-ИП,179247.39,7705522231,1436057000,1301860055.220002
219933/24/98082-ИП,9431.14,7705522231,1436057000,1301860055.220002
217826/24/98082-ИП,19421.02,7705522231,1436057000,1301860055.220002
217824/24/98082-ИП,6271.13,7705522231,1436057000,1301860055.220002
217823/24/98082-ИП,147696.41,7705522231,1436057000,1301860055.220002
217822/24/98082-ИП,264021.06,7705522231,1436057000,1301860055.220002
217820/24/98082-ИП,134177.08,7705522231,1436057000,1301860055.220002
217819/24/98082-ИП,5793.88,7705522231,1436057000,1301860055.220002
217815/24/98082-ИП,6877.18,7705522231,1436057000,1301860055.220002
217813/24/98082-ИП,30748.68,7705522231,1436057000,1301860055.220002
217812/24/98082-ИП,7172.13,7705522231,1436057000,1301860055.220002
217810/24/98082-ИП,9298.63,7705522231,1436057000,1301860055.220002
217809/24/98082-ИП,84752.77,7705522231,1436057000,1301860055.220002
217805/24/98082-ИП,34209.48,7705522231,1436057000,1301860055.220002
217807/24/98082-ИП,12011.0,7705522231,1436057000,1301860055.220002
217802/24/98082-ИП,10614.69,7705522231,1436057000,1301860055.220002
217801/24/98082-ИП,8498.61,7705522231,1436057000,1301860055.220002
145598/24/98082-ИП,168022.62,7705522231,1436057000,1301860055.220002
145599/24/98082-ИП,686077.55,7705522231,1436057000,1301860055.220002
145600/24/98082-ИП,529431.94,7705522231,1436057000,1301860055.220002
145601/24/98082-ИП,903126.28,7705522231,1436057000,1301860055.220002
145602/24/98082-ИП,174267.16,7705522231,1436057000,1301860055.220002
145603/24/98082-ИП,30289.41,7705522231,1436057000,1301860055.220002
145604/24/98082-ИП,841729.28,7705522231,1436057000,1301860055.220002
145605/24/98082-ИП,300453.87,7705522231,1436057000,1301860055.220002
145606/24/98082-ИП,108465.76,7705522231,1436057000,1301860055.220002
145609/24/98082-ИП,58672.64,7705522231,1436057000,1301860055.220002
145612/24/98082-ИП,478307.69,7705522231,1436057000,1301860055.220002
145614/24/98082-ИП,41364.6,7705522231,1436057000,1301860055.220002
145615/24/98082-ИП,37570.53,7705522231,1436057000,1301860055.220002
145616/24/98082-ИП,116068.93,7705522231,1436057000,1301860055.220002
145617/24/98082-ИП,222355.26,7705522231,1436057000,1301860055.220002
145618/24/98082-ИП,59712.57,7705522231,1436057000,1301860055.220002
145619/24/98082-ИП,37957.58,7705522231,1436057000,1301860055.220002
145620/24/98082-ИП,37247.98,7705522231,1436057000,1301860055.220002
145621/24/98082-ИП,179875.81,7705522231,1436057000,1301860055.220002
145622/24/98082-ИП,149390.56,7705522231,1436057000,1301860055.220002
145677/24/98082-ИП,4340.42,7705522231,1436057000,1301860055.220002
145674/24/98082-ИП,1245.06,7705522231,1436057000,1301860055.220002
145666/24/98082-ИП,6483.0,7705522231,1436057000,1301860055.220002
145659/24/98082-ИП,7369.29,7705522231,1436057000,1301860055.220002
145658/24/98082-ИП,47350.1,7705522231,1436057000,1301860055.220002
145657/24/98082-ИП,7111.81,7705522231,1436057000,1301860055.220002
145656/24/98082-ИП,4496.52,7705522231,1436057000,1301860055.220002
145655/24/98082-ИП,1321.97,7705522231,1436057000,1301860055.220002
145654/24/98082-ИП,8567.88,7705522231,1436057000,1301860055.220002
145653/24/98082-ИП,1500.04,7705522231,1436057000,1301860055.220002
145651/24/98082-ИП,1468.14,7705522231,1436057000,1301860055.220002
145649/24/98082-ИП,3107.5,7705522231,1436057000,1301860055.220002
145650/24/98082-ИП,798.56,7705522231,1436057000,1301860055.220002
145648/24/98082-ИП,1035.45,7705522231,1436057000,1301860055.220002
145647/24/98082-ИП,511.23,7705522231,1436057000,1301860055.220002
145646/24/98082-ИП,9087.79,7705522231,1436057000,1301860055.220002
145645/24/98082-ИП,1042.56,7705522231,1436057000,1301860055.220002
145643/24/98082-ИП,2580.83,7705522231,1436057000,1301860055.220002
145644/24/98082-ИП,2716.21,7705522231,1436057000,1301860055.220002
145642/24/98082-ИП,18923.6,7705522231,1436057000,1301860055.220002
145641/24/98082-ИП,524.51,7705522231,1436057000,1301860055.220002
145640/24/98082-ИП,1563.49,7705522231,1436057000,1301860055.220002
145639/24/98082-ИП,1162.71,7705522231,1436057000,1301860055.220002
145637/24/98082-ИП,1101.25,7705522231,1436057000,1301860055.220002
145638/24/98082-ИП,10061.63,7705522231,1436057000,1301860055.220002
145636/24/98082-ИП,2647.55,7705522231,1436057000,1301860055.220002
145635/24/98082-ИП,1661.1,7705522231,1436057000,1301860055.220002
145634/24/98082-ИП,975.14,7705522231,1436057000,1301860055.220002
145633/24/98082-ИП,934.14,7705522231,1436057000,1301860055.220002
145632/24/98082-ИП,1591.04,7705522231,1436057000,1301860055.220002
145631/24/98082-ИП,4121.04,7705522231,1436057000,1301860055.220002
145630/24/98082-ИП,1637.25,7705522231,1436057000,1301860055.220002
145628/24/98082-ИП,9883.56,7705522231,1436057000,1301860055.220002
145629/24/98082-ИП,11330.09,7705522231,1436057000,1301860055.220002
145627/24/98082-ИП,15728.36,7705522231,1436057000,1301860055.220002
145626/24/98082-ИП,2377.88,7705522231,1436057000,1301860055.220002
145625/24/98082-ИП,686.29,7705522231,1436057000,1301860055.220002
145624/24/98082-ИП,604.47,7705522231,1436057000,1301860055.220002
145623/24/98082-ИП,1995.24,7705522231,1436057000,1301860055.220002
145613/24/98082-ИП,1891.32,7705522231,1436057000,1301860055.220002
145611/24/98082-ИП,762.31,7705522231,1436057000,1301860055.220002
145610/24/98082-ИП,537.96,7705522231,1436057000,1301860055.220002
145608/24/98082-ИП,13693.99,7705522231,1436057000,1301860055.220002
145607/24/98082-ИП,920.17,7705522231,1436057000,1301860055.220002
169503/24/98082-ИП,19480.72,7705522231,1436057000,1301860055.220002
169507/24/98082-ИП,11201.25,7705522231,1436057000,1301860055.220002
169535/24/98082-ИП,2874.06,7705522231,1436057000,1301860055.220002
169504/24/98082-ИП,3949.02,7705522231,1436057000,1301860055.220002
169502/24/98082-ИП,10180.05,7705522231,1436057000,1301860055.220002
169499/24/98082-ИП,4492.67,7705522231,1436057000,1301860055.220002
169500/24/98082-ИП,24410.07,7705522231,1436057000,1301860055.220002
169537/24/98082-ИП,57357.68,7705522231,1436057000,1301860055.220002
169538/24/98082-ИП,19134.71,7705522231,1436057000,1301860055.220002
169539/24/98082-ИП,120410.42,7705522231,1436057000,1301860055.220002
169541/24/98082-ИП,7053.17,7705522231,1436057000,1301860055.220002
169542/24/98082-ИП,4800.84,7705522231,1436057000,1301860055.220002
169543/24/98082-ИП,16685.87,7705522231,1436057000,1301860055.220002
169544/24/98082-ИП,2320.46,7705522231,1436057000,1301860055.220002
166425/24/98082-ИП,1004.01,7705522231,1436057000,1301860055.220002
166371/24/98082-ИП,1061.73,7705522231,1436057000,1301860055.220002
166301/24/98082-ИП,1459.69,7705522231,1436057000,1301860055.220002
166251/24/98082-ИП,7129.54,7705522231,1436057000,1301860055.220002
166245/24/98082-ИП,2313.93,7705522231,1436057000,1301860055.220002
166244/24/98082-ИП,892.46,7705522231,1436057000,1301860055.220002
166193/24/98082-ИП,1422.04,7705522231,1436057000,1301860055.220002
166160/24/98082-ИП,941.65,7705522231,1436057000,1301860055.220002
166152/24/98082-ИП,3064.84,7705522231,1436057000,1301860055.220002
170113/24/98082-ИП,11345.93,7705522231,1436057000,1301860055.220002
166136/24/98082-ИП,831.53,7705522231,1436057000,1301860055.220002
166135/24/98082-ИП,514.8,7705522231,1436057000,1301860055.220002
166134/24/98082-ИП,2154.92,7705522231,1436057000,1301860055.220002
166133/24/98082-ИП,1178.18,7705522231,1436057000,1301860055.220002
166132/24/98082-ИП,905.61,7705522231,1436057000,1301860055.220002
166131/24/98082-ИП,822.11,7705522231,1436057000,1301860055.220002
166130/24/98082-ИП,3600.43,7705522231,1436057000,1301860055.220002
166129/24/98082-ИП,667.45,7705522231,1436057000,1301860055.220002
170114/24/98082-ИП,119036.1,7705522231,1436057000,1301860055.220002
166128/24/98082-ИП,572.85,7705522231,1436057000,1301860055.220002
166127/24/98082-ИП,863.99,7705522231,1436057000,1301860055.220002
166126/24/98082-ИП,3083.75,7705522231,1436057000,1301860055.220002
166125/24/98082-ИП,995.36,7705522231,1436057000,1301860055.220002
166124/24/98082-ИП,2274.37,7705522231,1436057000,1301860055.220002
166123/24/98082-ИП,1982.64,7705522231,1436057000,1301860055.220002
166122/24/98082-ИП,1918.3,7705522231,1436057000,1301860055.220002
166121/24/98082-ИП,815.87,7705522231,1436057000,1301860055.220002
170115/24/98082-ИП,121645.35,7705522231,1436057000,1301860055.220002
166120/24/98082-ИП,869.0,7705522231,1436057000,1301860055.220002
166119/24/98082-ИП,1095.91,7705522231,1436057000,1301860055.220002
166118/24/98082-ИП,5840.27,7705522231,1436057000,1301860055.220002
166117/24/98082-ИП,1302.49,7705522231,1436057000,1301860055.220002
166116/24/98082-ИП,872.87,7705522231,1436057000,1301860055.220002
166115/24/98082-ИП,1306.05,7705522231,1436057000,1301860055.220002
166114/24/98082-ИП,20146.9,7705522231,1436057000,1301860055.220002
166113/24/98082-ИП,4077.34,7705522231,1436057000,1301860055.220002
166112/24/98082-ИП,521.66,7705522231,1436057000,1301860055.220002
166111/24/98082-ИП,3656.06,7705522231,1436057000,1301860055.220002
166110/24/98082-ИП,6945.08,7705522231,1436057000,1301860055.220002
166109/24/98082-ИП,893.04,7705522231,1436057000,1301860055.220002
166108/24/98082-ИП,537.21,7705522231,1436057000,1301860055.220002
166107/24/98082-ИП,1060.95,7705522231,1436057000,1301860055.220002
166106/24/98082-ИП,2002.99,7705522231,1436057000,1301860055.220002
166105/24/98082-ИП,2345.56,7705522231,1436057000,1301860055.220002
170116/24/98082-ИП,162231.47,7705522231,1436057000,1301860055.220002
166104/24/98082-ИП,9971.76,7705522231,1436057000,1301860055.220002
166103/24/98082-ИП,2349.39,7705522231,1436057000,1301860055.220002
166102/24/98082-ИП,7147.6,7705522231,1436057000,1301860055.220002
166101/24/98082-ИП,7086.61,7705522231,1436057000,1301860055.220002
166100/24/98082-ИП,1705.96,7705522231,1436057000,1301860055.220002
166099/24/98082-ИП,544.37,7705522231,1436057000,1301860055.220002
166098/24/98082-ИП,544.37,7705522231,1436057000,1301860055.220002
166097/24/98082-ИП,1223.45,7705522231,1436057000,1301860055.220002
170117/24/98082-ИП,102564.77,7705522231,1436057000,1301860055.220002
166096/24/98082-ИП,2826.0,7705522231,1436057000,1301860055.220002
166092/24/98082-ИП,41134.77,7705522231,1436057000,1301860055.220002
166090/24/98082-ИП,317186.03,7705522231,1436057000,1301860055.220002
166089/24/98082-ИП,27470.84,7705522231,1436057000,1301860055.220002
166088/24/98082-ИП,184187.47,7705522231,1436057000,1301860055.220002
166087/24/98082-ИП,667147.15,7705522231,1436057000,1301860055.220002
166085/24/98082-ИП,179235.87,7705522231,1436057000,1301860055.220002
166084/24/98082-ИП,1935.88,7705522231,1436057000,1301860055.220002
166082/24/98082-ИП,91129.64,7705522231,1436057000,1301860055.220002
166081/24/98082-ИП,46227.66,7705522231,1436057000,1301860055.220002
166079/24/98082-ИП,84985.32,7705522231,1436057000,1301860055.220002
166078/24/98082-ИП,126875.56,7705522231,1436057000,1301860055.220002
166077/24/98082-ИП,25729.88,7705522231,1436057000,1301860055.220002
166076/24/98082-ИП,33726.59,7705522231,1436057000,1301860055.220002
166075/24/98082-ИП,262762.23,7705522231,1436057000,1301860055.220002
166074/24/98082-ИП,37667.99,7705522231,1436057000,1301860055.220002
166072/24/98082-ИП,119648.74,7705522231,1436057000,1301860055.220002
166070/24/98082-ИП,8568.41,7705522231,1436057000,1301860055.220002
166069/24/98082-ИП,156215.18,7705522231,1436057000,1301860055.220002
166067/24/98082-ИП,18276.5,7705522231,1436057000,1301860055.220002
166066/24/98082-ИП,178210.08,7705522231,1436057000,1301860055.220002
166065/24/98082-ИП,1419.26,7705522231,1436057000,1301860055.220002
166064/24/98082-ИП,1205.08,7705522231,1436057000,1301860055.220002
166063/24/98082-ИП,1985.1,7705522231,1436057000,1301860055.220002
166061/24/98082-ИП,502.53,7705522231,1436057000,1301860055.220002
166060/24/98082-ИП,584.43,7705522231,1436057000,1301860055.220002
166059/24/98082-ИП,910.12,7705522231,1436057000,1301860055.220002
169545/24/98082-ИП,994.29,7705522231,1436057000,1301860055.220002
166057/24/98082-ИП,1166.21,7705522231,1436057000,1301860055.220002
166056/24/98082-ИП,1670.61,7705522231,1436057000,1301860055.220002
166055/24/98082-ИП,15285.88,7705522231,1436057000,1301860055.220002
166054/24/98082-ИП,1644.62,7705522231,1436057000,1301860055.220002
166053/24/98082-ИП,1644.86,7705522231,1436057000,1301860055.220002
166052/24/98082-ИП,2190.44,7705522231,1436057000,1301860055.220002
166050/24/98082-ИП,11040.92,7705522231,1436057000,1301860055.220002
166049/24/98082-ИП,6719.43,7705522231,1436057000,1301860055.220002
166047/24/98082-ИП,680.98,7705522231,1436057000,1301860055.220002
166046/24/98082-ИП,562.46,7705522231,1436057000,1301860055.220002
166044/24/98082-ИП,24359.78,7705522231,1436057000,1301860055.220002
166043/24/98082-ИП,3209.16,7705522231,1436057000,1301860055.220002
166041/24/98082-ИП,3222.06,7705522231,1436057000,1301860055.220002
166039/24/98082-ИП,1524.02,7705522231,1436057000,1301860055.220002
166037/24/98082-ИП,825.96,7705522231,1436057000,1301860055.220002
166036/24/98082-ИП,891.56,7705522231,1436057000,1301860055.220002
166034/24/98082-ИП,1361.41,7705522231,1436057000,1301860055.220002
166033/24/98082-ИП,659.27,7705522231,1436057000,1301860055.220002
166029/24/98082-ИП,12218.61,7705522231,1436057000,1301860055.220002
166026/24/98082-ИП,1953.56,7705522231,1436057000,1301860055.220002
166025/24/98082-ИП,11131.21,7705522231,1436057000,1301860055.220002
166024/24/98082-ИП,2430.71,7705522231,1436057000,1301860055.220002
166022/24/98082-ИП,1433.8,7705522231,1436057000,1301860055.220002
166020/24/98082-ИП,11819.79,7705522231,1436057000,1301860055.220002
166019/24/98082-ИП,2368.7,7705522231,1436057000,1301860055.220002
166018/24/98082-ИП,16089.87,7705522231,1436057000,1301860055.220002
166017/24/98082-ИП,369918.49,7705522231,1436057000,1301860055.220002
166016/24/98082-ИП,23377.59,7705522231,1436057000,1301860055.220002
166015/24/98082-ИП,93534.64,7705522231,1436057000,1301860055.220002
166013/24/98082-ИП,5161.9,7705522231,1436057000,1301860055.220002
166012/24/98082-ИП,38017.21,7705522231,1436057000,1301860055.220002
166010/24/98082-ИП,126875.56,7705522231,1436057000,1301860055.220002
166008/24/98082-ИП,268000.0,7705522231,1436057000,1301860055.220002
166007/24/98082-ИП,6920.08,7705522231,1436057000,1301860055.220002
166005/24/98082-ИП,5899.79,7705522231,1436057000,1301860055.220002
166004/24/98082-ИП,4237.59,7705522231,1436057000,1301860055.220002
166002/24/98082-ИП,1466.5,7705522231,1436057000,1301860055.220002
166000/24/98082-ИП,1759.19,7705522231,1436057000,1301860055.220002
165998/24/98082-ИП,643.64,7705522231,1436057000,1301860055.220002
165997/24/98082-ИП,1086.7,7705522231,1436057000,1301860055.220002
165995/24/98082-ИП,19189.45,7705522231,1436057000,1301860055.220002
165994/24/98082-ИП,19324.83,7705522231,1436057000,1301860055.220002
165993/24/98082-ИП,6658.01,7705522231,1436057000,1301860055.220002
165991/24/98082-ИП,4124.43,7705522231,1436057000,1301860055.220002
165989/24/98082-ИП,1362.02,7705522231,1436057000,1301860055.220002
165986/24/98082-ИП,521.66,7705522231,1436057000,1301860055.220002
165982/24/98082-ИП,2589.6,7705522231,1436057000,1301860055.220002
165920/24/98082-ИП,994.27,7705522231,1436057000,1301860055.220002
165872/24/98082-ИП,1130.48,7705522231,1436057000,1301860055.220002
165824/24/98082-ИП,925.69,7705522231,1436057000,1301860055.220002
165799/24/98082-ИП,4939.69,7705522231,1436057000,1301860055.220002
165792/24/98082-ИП,2107.05,7705522231,1436057000,1301860055.220002
170118/24/98082-ИП,258679.22,7705522231,1436057000,1301860055.220002
165788/24/98082-ИП,7399.89,7705522231,1436057000,1301860055.220002
165785/24/98082-ИП,3353.06,7705522231,1436057000,1301860055.220002
165725/24/98082-ИП,40416.83,7705522231,1436057000,1301860055.220002
165723/24/98082-ИП,1494.99,7705522231,1436057000,1301860055.220002
165721/24/98082-ИП,1522.34,7705522231,1436057000,1301860055.220002
165361/24/98082-ИП,63269.99,7705522231,1436057000,1301860055.220002
165360/24/98082-ИП,17664.72,7705522231,1436057000,1301860055.220002
165359/24/98082-ИП,756054.92,7705522231,1436057000,1301860055.220002
165358/24/98082-ИП,3745.77,7705522231,1436057000,1301860055.220002
165357/24/98082-ИП,20426.21,7705522231,1436057000,1301860055.220002
165356/24/98082-ИП,1015.45,7705522231,1436057000,1301860055.220002
165355/24/98082-ИП,623541.71,7705522231,1436057000,1301860055.220002
165354/24/98082-ИП,5018.11,7705522231,1436057000,1301860055.220002
165353/24/98082-ИП,13780.87,7705522231,1436057000,1301860055.220002
165352/24/98082-ИП,59492.11,7705522231,1436057000,1301860055.220002
165351/24/98082-ИП,286137.51,7705522231,1436057000,1301860055.220002
165350/24/98082-ИП,150068.49,7705522231,1436057000,1301860055.220002
165349/24/98082-ИП,15576.63,7705522231,1436057000,1301860055.220002
165348/24/98082-ИП,590.86,7705522231,1436057000,1301860055.220002
165347/24/98082-ИП,833.92,7705522231,1436057000,1301860055.220002
165346/24/98082-ИП,11684.3,7705522231,1436057000,1301860055.220002
165345/24/98082-ИП,9329.27,7705522231,1436057000,1301860055.220002
165344/24/98082-ИП,5463.16,7705522231,1436057000,1301860055.220002
165343/24/98082-ИП,818.81,7705522231,1436057000,1301860055.220002
165342/24/98082-ИП,6867.55,7705522231,1436057000,1301860055.220002
165341/24/98082-ИП,573.64,7705522231,1436057000,1301860055.220002
165340/24/98082-ИП,570.26,7705522231,1436057000,1301860055.220002
165339/24/98082-ИП,6321.15,7705522231,1436057000,1301860055.220002
165338/24/98082-ИП,695.9,7705522231,1436057000,1301860055.220002
165337/24/98082-ИП,3242.62,7705522231,1436057000,1301860055.220002
165336/24/98082-ИП,1964.45,7705522231,1436057000,1301860055.220002
165335/24/98082-ИП,3771.28,7705522231,1436057000,1301860055.220002
170119/24/98082-ИП,128394.59,7705522231,1436057000,1301860055.220002
165334/24/98082-ИП,1871.05,7705522231,1436057000,1301860055.220002
165333/24/98082-ИП,2872.2,7705522231,1436057000,1301860055.220002
165332/24/98082-ИП,3611.81,7705522231,1436057000,1301860055.220002
165331/24/98082-ИП,8782.52,7705522231,1436057000,1301860055.220002
165330/24/98082-ИП,774.57,7705522231,1436057000,1301860055.220002
165329/24/98082-ИП,578.28,7705522231,1436057000,1301860055.220002
165328/24/98082-ИП,1638.08,7705522231,1436057000,1301860055.220002
165327/24/98082-ИП,2087.7,7705522231,1436057000,1301860055.220002
170120/24/98082-ИП,23062.51,7705522231,1436057000,1301860055.220002
165326/24/98082-ИП,22638.13,7705522231,1436057000,1301860055.220002
165325/24/98082-ИП,1073.05,7705522231,1436057000,1301860055.220002
165324/24/98082-ИП,1287.66,7705522231,1436057000,1301860055.220002
165323/24/98082-ИП,1609.58,7705522231,1436057000,1301860055.220002
165322/24/98082-ИП,679.46,7705522231,1436057000,1301860055.220002
165321/24/98082-ИП,888.14,7705522231,1436057000,1301860055.220002
165320/24/98082-ИП,2293.17,7705522231,1436057000,1301860055.220002
165319/24/98082-ИП,6230.95,7705522231,1436057000,1301860055.220002
165318/24/98082-ИП,1147.56,7705522231,1436057000,1301860055.220002
165317/24/98082-ИП,4753.83,7705522231,1436057000,1301860055.220002
165316/24/98082-ИП,3533.05,7705522231,1436057000,1301860055.220002
165315/24/98082-ИП,2060.39,7705522231,1436057000,1301860055.220002
165314/24/98082-ИП,1083.6,7705522231,1436057000,1301860055.220002
165313/24/98082-ИП,1306.05,7705522231,1436057000,1301860055.220002
165312/24/98082-ИП,2239.49,7705522231,1436057000,1301860055.220002
165311/24/98082-ИП,3049.69,7705522231,1436057000,1301860055.220002
170122/24/98082-ИП,37791.36,7705522231,1436057000,1301860055.220002
165310/24/98082-ИП,914.16,7705522231,1436057000,1301860055.220002
165309/24/98082-ИП,3238.33,7705522231,1436057000,1301860055.220002
165308/24/98082-ИП,1102.87,7705522231,1436057000,1301860055.220002
165307/24/98082-ИП,993.04,7705522231,1436057000,1301860055.220002
165306/24/98082-ИП,1994.08,7705522231,1436057000,1301860055.220002
