ИНН,Короткое название,Статус,Система налогообложения,Дата последней отчетности
5403038415,"ООО ""МКГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5407955451,"ООО ""СТРОЙТРАНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5408015154,"ООО ""СПУТНИК""","Юридическое лицо ликвидировано 23 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
5402529932,"ООО ""СТРОЙСИБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5402050219,"ООО ""ЮНИКОР""","Юридическое лицо ликвидировано 31 июля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
5404019246,"ООО ""РУБЕЖ""","Юридическое лицо ликвидировано 10 ноября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
5425002518,"ООО ""ВЕЛЕС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2024.0
5425024279,"ООО ""ТЕПЛОСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5403066194,"ООО ""СТРОЙМОНТАЖ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5406979354,"ООО ""ИНТЕРПРАЙЗ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5402006040,"ООО ""ВАСКО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5401983251,"ООО ""ПРОМРИТЕЙЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5404516343,"ООО ""НСК-СТРОИТЕЛЬНАЯ КОМПАНИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5402010752,"ООО ""ДСМ""","Юридическое лицо ликвидировано 11 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
5402041616,"ООО ""СИБИРСКАЯ ТРАНСПОРТНАЯ КОМПАНИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5402061933,"ООО ""КОКСОХИМРЕМОНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5405016801,"ООО УК ""ГЛАВОПТТОРГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5410056101,"ООО ""ПРИМАРИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
5405471600,"ООО ""РСУ-12""","Юридическое лицо ликвидировано 12 августа 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
5406728174,"ООО КОМПАНИЯ ""МЕРИДИАН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5407251215,"ООО ""СИБИРСКАЯ КОМПАНИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5431200194,"ООО СТК ""ДОБРОСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5403073071,"ООО ""ГЛОБАЛ ТРАНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
5407953408,"ООО ""АКВА-ПРОМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5403336877,"ООО ""ЕВРОХРОС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5403365123,"ООО ""РТК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5403057538,"ООО ""НЗСК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,
5407967753,"ООО ""АБСОЛЮТ""","Регистрирующим органом принято решение о предстоящем исключении юридического лица из ЕГРЮЛ (наличие оснований, предусмотренных подпунктом «г» пункта 5 статьи 21.1 Федерального закона от 08.08.2001 № 129-ФЗ)",Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5404169354,"ООО ""ПОЛЮС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5404068388,"ООО ""СУПРЕМА""","Регистрирующим органом принято решение о предстоящем исключении юридического лица из ЕГРЮЛ (наличие оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ)",УСН Согласно данным ФНС за 2025 год,2024.0
5404526359,"ООО ""МТК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
5405977259,"ООО ""СИБСТРОЙСЕРВИС""","Юридическое лицо ликвидировано 24 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
5404067433,"ООО ""ТГ-ИНЖИНИРИНГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5404058686,"ООО ""ГЕРМЕС""","Юридическое лицо ликвидировано 7 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
5404483923,"ООО ""ИМПЭКСТРЕЙД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5405063417,"ООО ""АЛЕКС-ГРУПП СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5404197672,"ООО ""ПРОМЛОМ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5404280049,"ООО ""ТРИУМФ""","Юридическое лицо ликвидировано 30 августа 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2021.0
5404008124,"ООО ""НТЗ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5408296522,"ООО ""НАРОДНЫЕ ПРОДУКТЫ""","Юридическое лицо ликвидировано 6 сентября 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2021.0
5406158245,"ООО ""ПРЕФАРМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5405418966,"ООО ""АДЛ ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
7225003726,"ООО ""СПЕЦ УБР УВАТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
5405489861,"ООО ""ССТ-ИНВЕСТ""","Юридическое лицо ликвидировано 14 июня 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
5405992761,"ООО ""ЭНЕРГОСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5405037424,"ООО ""СИНТЕЗ""","Юридическое лицо ликвидировано 17 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
5405425032,"ООО ""СТРОЙТЕХ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5405483281,"ООО ""КОМПАНИЯ ГРИН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5405447854,"ООО ""СИБКОТТЕДЖ-2010""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5410068160,"ООО ""СТИЛПОЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5405985877,"ООО СК ""АНГАРА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
5528201561,"ООО ""РЕГИОНСТРОЙСЕРВИСАВТОМАТИКА""","Юридическое лицо ликвидировано 5 июля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
5503243802,"ООО ""БСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5503191424,"ООО ""АСК СТРОЙ ГРАД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5528204925,"ООО ""ЭНЕРГИЯ-КРИОСИБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5501120210,"ООО ""АСВ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5501236711,"ООО ""СИБПРОЕКТ-55""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5503252099,"ООО ""ГЕОТОРГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5504162666,"ООО ""ММЦ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
5504216329,"ООО ""ОМФРУТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2016.0
5504162659,"ООО ""ОМЦ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
5504201883,"ООО ""АКРА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
5504246108,"ООО ""СИЛЬВЕР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5503177123,"ООО ""КВАРТА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5504074360,"ООО ""ФИРМА ""ЮНЭКС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2016.0
5506058283,"ООО ""УНИВЕРСАЛ""","Юридическое лицо ликвидировано 29 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2017.0
5504154930,"ООО ""ЗАПСИБВЭД-ЭКСПОРТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5504154986,"ООО ""УНИВЕРСАЛ-СЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5506173575,"ООО ""НПП ""ПТМ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5506187916,ООО ПРОМТЕХАЛЬП,Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5506162460,"ООО ""ЦЛД-ЭКСПЕРТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5506174970,"ООО ""МАК-ТРАСТ""","Юридическое лицо ликвидировано 28 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
5506219702,"ООО ""СВЯЗИСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
5535017066,"ООО ""БЕРЕЗОВЫЙ БАРХАТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5501266970,"ООО ""ПРОФСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
5501059822,"ООО ""СТИВИДОР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5501076930,"ООО ""МОНРО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5501177939,"ООО ""АВТО-ТРЕЙД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5501110620,"ООО ""ЦЕНТР ИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5501196233,"ООО ""СТРОЙГОРОД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5501196748,"ООО ""АВТОТРАСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5507272219,"ООО ""СК-ТЕХРЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5501193264,"ООО ""МС ТОРГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
5501257550,"ООО ""АЛЕРОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5504247542,"ООО ""ПБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5539015398,"ООО ""ЧЕРЛАКСКИЙ МОЛОКОЗАВОД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3702121210,"ООО ""СТ-МЕТАЛЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5503182973,"ООО ""ПССК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5507270606,"ООО ""МЕБЕЛЬ24""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
5503246987,"ООО ""СИБГАРАНТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5507269054,"ООО ""СПЕЦСИЛА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5507225586,"ООО ""ЭКОРОС-СИБИРЬ""",,,
5504207275,"ООО ""СТРОЙТРАНСУСЛУГА""","Юридическое лицо ликвидировано 15 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
5507260333,"ООО ""ТПК ""БОРНЭО""","Юридическое лицо ликвидировано 10 июня 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2366001458,"ООО ""ЖД-ТРАНЗИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5528204428,"ООО ""БЕРЕГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5505047240,"ООО ""А-СТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
5505207743,"ООО ""УК ЖКО №5""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5505004013,"ООО ""СТРОЙРЕМСЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
5505047835,"ООО ""ОМСКТРАНСКАРТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5514015300,"ООО ""ОБЕРОН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
5507230314,"ООО ""ЭПК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
5635021059,"ООО ""НОВООРСКАЯ ТСО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5614073521,"ООО ""РВТ УРАЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5614052842,"ООО ""КОМПАНИЯ ""РВТ ЭКСПОРТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5614077727,"ООО ""ВЫМПЕЛХИМПРОМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5609067716,"ООО ""МЕТСЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
5614023224,"ООО ""ОРСКИЙ ВАГОННЫЙ ЗАВОД""","Юридическое лицо ликвидировано 16 декабря 2024 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2023.0
5614074028,"ООО ""ИМПЕРИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5614084058,"ООО ПКЦ ""ОРМЕТО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5610146176,"ООО ""ИНТЕХСТРОЙ""","Юридическое лицо ликвидировано 13 июня 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2020.0
5609061513,"ООО ""СЭБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
5638059734,"ООО ""ЛИДЕР СП""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5610232308,"ООО ""СК РЭС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
5611025777,"ООО ""РОСЬ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
7838466561,"ООО ""УМЗ ""САРМАТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5611079620,"ООО ""ФЕНИКС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5610224402,"ООО ""56АЛЬПИНИСТОВ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
7725833531,"ООО ""МСК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
5611084589,"ООО ""АГЕНТОРГ56""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5609179579,"ООО ""КОРМОДОБАВКИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5610153977,"ООО ""ПАРТНЕР-СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
5638076521,"ООО ""СИРИУС ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5638068672,"ООО ""КОРВЕНТ""","Юридическое лицо ликвидировано 18 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
5638071040,"ООО ""ОГНГФ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5609025723,"ООО П.Ф. ""ОРЕНБУРГРИАЛСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5643021648,"ООО ПРК ""ЗЕВС""","Юридическое лицо ликвидировано 31 октября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
5610246068,"ООО ""ТСС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,
5612175292,"ООО ""ЭНЕРГО ТРЕЙД ОЙЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5612169059,"ООО ""Н-ЭНЕРГИЯ""","Юридическое лицо ликвидировано 27 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
5610131275,"ООО ""БЕК""","Юридическое лицо ликвидировано 31 октября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
5609191350,"ООО ""ПРОМСЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5609200598,"ООО ""ТРЕЗУБЕЦ""","Юридическое лицо ликвидировано 5 ноября 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,
5609193862,"ООО ""АЛЬТЕРНАТИВА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5753073649,"ООО ""АЗИМУТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5751062345,"ООО ""ГЛАЗУНОВСКИЙ МАСЛОДЕЛЬНЫЙ ЗАВОД""","Юридическое лицо ликвидировано 31 июля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
5753059436,"ООО ""ОРЛОВСКИЕ ЗЛАКИ""","Юридическое лицо ликвидировано 29 марта 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
5720016959,"ООО ""ВОДСЕРВИС ПАХОМОВСКИЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5835135342,"ООО ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
5835119615,"ООО ""РГС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5835095795,"ООО ""КУХНИ-СТИЛЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
5835091261,"ООО ""НАДСТРОЙ ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5835119380,"ПК ХО ""ПОБЕДА""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5835136900,"ООО ""МЕТКОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5835007460,"ЖК ""РУБИН""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
5837070362,"ООО ""ПАРТНЕР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5837074938,"ООО ""ЭВЕРЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
5836663176,"ООО ""СТРОИМ ВМЕСТЕ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
5836689978,"ООО ""СК МСП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5836690074,"ООО ""РЭ-ДОР""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5836682933,"ООО ""МОЙ ДОМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5818004029,"ООО ""РУСКОР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
1838006813,"ООО ""ГУК В ЖКХ Г.САРАПУЛА""",Юридическим лицом принято решение об изменении места нахождения,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
5902047750,"ООО ""ДЕВЕЛОП-ИНЖИНИРИНГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
5933011183,"ООО ""ТРАНСХИММОНТАЖ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
5919006329,"ТСЖ ""КАЛИЙ""",Сведения недостоверны (заявление физического лица о недостоверности сведений о нем),Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
5919022930,"ООО ""ВАНТ""","Юридическое лицо ликвидировано 20 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
5919030755,"ООО ""ЗЕЛЁНЫЙ КРАЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
5919029196,"ООО ""КОМФОРТАВТО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
5918218063,"ООО ""ДЕЛОВАЯ СВЯЗЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
5902032384,"ООО ""РАФАИЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
5911074197,"МУП ""КЛЮЧИ 2015""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6007003636,"ООО ""ЖИЖИЛЭНД""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2015.0
6025049520,"ООО ""ЭНЕРГОГАЗСТРОЙМОНТАЖ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6025053157,"ООО ""АБСТРАКЦИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
6025030209,"ООО ""УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ ""ЖИЛСЕРВИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
6025053541,"ООО ""ДЕ_ФАКТО""","Юридическое лицо ликвидировано 26 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,
6027134725,"ООО ""КАРАТ - ПСКОВ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6027145149,"ООО ""ЦСР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
6027202260,"ООО ""КОМПЛЕКС ПЛЮС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6027199426,"ООО ""ЭНЕРГОСЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6027165138,"ООО ""ТАИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
6027200921,"ООО ""КР-СТРОЙ""","Юридическое лицо ликвидировано 13 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
7704360041,"ООО ""ИМАРАЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6027149087,"ООО ""БОРИСОВ РУЧЕЙ-1""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
6137002922,"ОАО ""ЦИМЛЯНСКИЙ РЫНОК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
6155082663,"ООО ""ОМОКС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
6125024086,"ООО "" ДЭМ """,Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
6155044876,"ООО ""ТОРГОВЫЙ ДОМ ДСО ""ЕДИНСТВО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6143087402,"ООО ""ТЕПЛО В ДОМ""","Юридическое лицо ликвидировано 18 октября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
6143049809,НО ВФЖК,Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
6143100413,"ООО ""РАССВЕТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
6143078599,"ООО ""ЛИТАКО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
6143100621,"ООО ""ЮГСТРОЙМОНТАЖ""","Юридическое лицо ликвидировано 20 октября 2023 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
6114009657,"ООО ""КОММУНАЛЬЩИК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
