ОРГН,ИНН,КПП,ОКПО,Адрес,Короткое название,Полное название,Статус,Организационно-правовая форма,Форма собственности,Система налогообложения,Финансовая отчетность,Управляющая компания,Учредители,Санкционные списки,Телефоны,Электронные почты,Веб сайты,Виды деятельности,Контракты по госзакупкам,Генеральный директор
1108602007557,8602173527,860201001,67811937,"628426, Ханты-Мансийский автономный округ - Югра, г. Сургут, пр-кт Мира, д. 43","ООО ""ГАЗПРОМ ЭНЕРГОСБЫТ БРЯНСК""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ЭНЕРГОСБЫТ БРЯНСК""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до23,2 млрд руб.+10%', 'change': {'value': '+10%', 'tooltip': '21,2 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до351,9 млн руб.+38%', 'change': {'value': '+38%', 'tooltip': '255,9 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили436,1 млн руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили3,4 млн руб.', 'change': None}]}","{'type': 'Управляющая организация', 'name': 'АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ ЭНЕРГОСБЫТ ТЮМЕНЬ""', 'link': '/id/1058602102415', 'since': 'с 9 июня 2017 г.'}","{'Тип': 'Учредитель', 'Имя': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНИРИНГОВАЯ КОМПАНИЯ ""ЭНЕРГЕТИЧЕСКИЕ РЕШЕНИЯ В ЭЛЕКТРОЭНЕРГЕТИКЕ""', 'Ссылка': '/id/5147746171051', 'С какого момента': 'с 20 декабря 2013 г.'}",Не входит в санкционные списки,"['+7 483 244-44-22', '+7 483 244-44-11', '+7 483 244-44-33']","['zmro@elektro-32.ru', 'root-bgo@elektro-32.ru', 'root-zmro@elektro-32.ru']","[{'name': 'tek-energy.ru', 'url': 'http://tek-energy.ru'}]","[{'code': '35.14', 'text': 'Торговля электроэнергией', 'href': '/select?code=351400', 'extra_tip': 'Основной'}, {'code': '33.13', 'text': 'Ремонт электронного и оптического оборудования', 'href': '/select?code=331300', 'extra_tip': ''}, {'code': '35.13', 'text': 'Распределение электроэнергии', 'href': '/select?code=351300', 'extra_tip': ''}, {'code': '35.30.3', 'text': 'Распределение пара и горячей воды (тепловой энергии)', 'href': '/select?code=353030', 'extra_tip': ''}, {'code': '43.21', 'text': 'Производство электромонтажных работ', 'href': '/select?code=432100', 'extra_tip': ''}, {'code': '64.19', 'text': 'Денежное посредничество прочее', 'href': '/select?code=641900', 'extra_tip': ''}, {'code': '64.99', 'text': 'Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки', 'href': '/select?code=649900', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 6', 'href': '/id/1108602007557/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},
1028600965942,8603032896,860301001,01699491,"628602, Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Таежная, зд. 24",АДМИНИСТРАЦИЯ ГОРОДА НИЖНЕВАРТОВСКА,АДМИНИСТРАЦИЯ ГОРОДА НИЖНЕВАРТОВСКА,Действующая организация,Муниципальные казенные учреждения,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 346 624-18-81', '+7 346 624-58-58', '+7 346 621-98-18']","['glava@n-vartovsk.ru', 'meria@n-vartovsk.ru', 'oumk@n-vartovsk.ru']","[{'name': 'автовартовск.рф', 'url': 'http://автовартовск.рф'}, {'name': 'n-vartovsk.ru', 'url': 'http://n-vartovsk.ru'}]","[{'code': '84.11.3', 'text': 'Деятельность органов местного самоуправления по управлению вопросами общего характера', 'href': '/select?code=841130', 'extra_tip': 'Основной'}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Глава города', 'Имя': 'Кощенко Дмитрий Александрович', 'Ссылка': '/people/inn/861000934411-koshchenko-dmitry-aleksandrovich', 'ИНН': '861000934411'}"
1028600940576,8603089934,860301001,41248781,"628606, Ханты-Мансийский автономный округ - Югра, г. о. Нижневартовск, г. Нижневартовск, ул. Ленина, зд. 4","АО ""САМОТЛОРНЕФТЕГАЗ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""САМОТЛОРНЕФТЕГАЗ""",Действующая компания,Непубличные акционерные общества,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 346 662-11-34', '+7 346 662-10-65', '+7 919 530-24-60']","['nvsnginfo@rosneft.ru', 'emniftaliev@smn.rosneft.ru', 'office@smn.rosneft.ru']","[{'name': 'samotlor.rosneft.ru', 'url': 'http://samotlor.rosneft.ru'}]","[{'code': '06.10.1', 'text': 'Добыча нефти', 'href': '/select?code=061010', 'extra_tip': 'Основной'}, {'code': '06.10', 'text': 'Добыча нефти и нефтяного (попутного) газа', 'href': '/select?code=061000', 'extra_tip': ''}, {'code': '06.10.3', 'text': 'Добыча нефтяного (попутного) газа', 'href': '/select?code=061030', 'extra_tip': ''}, {'code': '08.12.1', 'text': 'Разработка гравийных и песчаных карьеров', 'href': '/select?code=081210', 'extra_tip': ''}, {'code': '09.10.1', 'text': 'Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата', 'href': '/select?code=091010', 'extra_tip': ''}, {'code': '09.10.9', 'text': 'Предоставление прочих услуг в области добычи нефти и природного газа', 'href': '/select?code=091090', 'extra_tip': ''}, {'code': '35.12', 'text': 'Передача электроэнергии и технологическое присоединение к распределительным электросетям', 'href': '/select?code=351200', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 45', 'href': '/id/1028600940576/activity', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '44', 'Сумма': '857.8 млрд руб.', 'Заказчик': '0.0 руб.', 'Поставщик': '857.8 млрд руб.'}","{'Должность': 'Генеральный директор', 'Имя': 'Кудряшов Александр Витальевич', 'Ссылка': '/people/inn/560201452930-kudryashov-aleksandr-vitalyevich', 'ИНН': '560201452930'}"
1058602819538,8604035473,860401001,76841742,"628301, Ханты-Мансийский автономный округ - Югра, г. о. Нефтеюганск, г. Нефтеюганск, ул. Ленина, стр. 26","ООО ""РН-ЮГАНСКНЕФТЕГАЗ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2021 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до324,2 млрд руб.+5%', 'change': {'value': '+5%', 'tooltip': '311,5 млрд руб. в 2020 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до3,8 млрд руб.-51%', 'change': {'value': '-51%', 'tooltip': '7,8 млрд руб. в 2020 году'}}, {'name': 'Основные средства', 'value': '=составили54,6 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили484,5 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-РАЗВЕДКА И ДОБЫЧА""', 'Ссылка': '/id/1032313056720', 'С какого момента': 'с 5 июня 2020 г.'}",Не входит в санкционные списки,"['+7 346 333-22-00', '+7 346 331-52-22', '+7 346 333-65-64']","['ooorn-ung@ung.rosneft.ru', 'ilyasovali@ung.rosneft.ru', 'rn-yng@yungjsc.com']",[],"[{'code': '09.10', 'text': 'Предоставление услуг в области добычи нефти и природного газа', 'href': '/select?code=091000', 'extra_tip': 'Основной'}, {'code': '06.10.3', 'text': 'Добыча нефтяного (попутного) газа', 'href': '/select?code=061030', 'extra_tip': ''}, {'code': '08.12.1', 'text': 'Разработка гравийных и песчаных карьеров', 'href': '/select?code=081210', 'extra_tip': ''}, {'code': '09.10.9', 'text': 'Предоставление прочих услуг в области добычи нефти и природного газа', 'href': '/select?code=091090', 'extra_tip': ''}, {'code': '33.12', 'text': 'Ремонт машин и оборудования', 'href': '/select?code=331200', 'extra_tip': ''}, {'code': '33.14', 'text': 'Ремонт электрического оборудования', 'href': '/select?code=331400', 'extra_tip': ''}, {'code': '33.20', 'text': 'Монтаж промышленных машин и оборудования', 'href': '/select?code=332000', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 76', 'href': '/id/1058602819538/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Генеральный директор', 'Имя': 'Шиманский Александр Анатольевич', 'Ссылка': '/people/inn/861201430100-shimansky-aleksandr-anatolyevich', 'ИНН': '861201430100'}"
1038600101077,8606003332,860601001,02067698,"628285, Ханты-Мансийский автономный округ - Югра, г. Урай, мкр 2-й, д. 60",АДМИНИСТРАЦИЯ ГОРОДА УРАЙ,АДМИНИСТРАЦИЯ ГОРОДА УРАЙ,Действующая организация,Муниципальные казенные учреждения,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 346 763-45-35', '+7 346 763-33-64', '+7 346 762-32-99']","['kostousova_nn@cb.uray.ru', 'asu3@uray.ru', 'pogadaevaem@uray.ru']","[{'name': 'uray.ru', 'url': 'http://uray.ru'}]","[{'code': '84.11.3', 'text': 'Деятельность органов местного самоуправления по управлению вопросами общего характера', 'href': '/select?code=841130', 'extra_tip': 'Основной'}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Глава города урай', 'Имя': 'Закирзянов Тимур Раисович', 'Ссылка': '/people/inn/860600696580-zakirzyanov-timur-raisovich', 'ИНН': '860600696580'}"
1028601496274,8614001650,861401001,41260888,"628100, Ханты-Мансийский автономный округ - Югра, Октябрьский район, пгт Октябрьское, ул. Ленина, зд. 42",КУМС,КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТЬЮ АДМИНИСТРАЦИИ ОКТЯБРЬСКОГО РАЙОНА,Действующая организация,Муниципальные казенные учреждения,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,{'Информация': 'Нет данных'},Не входит в санкционные списки,"['+7 346 782-80-04', '+7 346 782-13-77', '+7 346 782-09-78']","['mingalevavv@oktregion.ru', 'kums@octregion.ru']",[],"[{'code': '84.11.3', 'text': 'Деятельность органов местного самоуправления по управлению вопросами общего характера', 'href': '/select?code=841130', 'extra_tip': 'Основной'}]","{'Наличие данных': True, 'Контракт': '1573', 'Сумма': '5.8 млрд руб.', 'Заказчик': '5.8 млрд руб.', 'Поставщик': '1.4 млн руб.'}","{'Должность': 'Председатель комитета', 'Имя': 'Хомицкий Василий Михайлович', 'Ссылка': '/people/inn/861400263535-homicky-vasily-mihaylovich', 'ИНН': '861400263535'}"
1028900581192,8903001095,890301001,29939407,"629736, Ямало-Ненецкий автономный округ, г. Надым, ул. Полярная, д. 5",ДЕПАРТАМЕНТ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА НАДЫМСКОГО РАЙОНА,ДЕПАРТАМЕНТ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА АДМИНИСТРАЦИИ НАДЫМСКОГО РАЙОНА,Действующая организация,Муниципальные казенные учреждения,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,{'Информация': 'Нет данных'},Не входит в санкционные списки,"['+7 349 959-09-12', '+7 349 953-20-97', '+7 349 953-50-13']","['easova@nadym.yanao.ru', 'nadymdmi@yandex.ru', 'dmiесоnom@nadym.yanao.ru']",[],"[{'code': '84.11.3', 'text': 'Деятельность органов местного самоуправления по управлению вопросами общего характера', 'href': '/select?code=841130', 'extra_tip': 'Основной'}]","{'Наличие данных': True, 'Контракт': '759', 'Сумма': '4.5 млрд руб.', 'Заказчик': '4.5 млрд руб.', 'Поставщик': '32.0 млн руб.'}","{'Должность': 'Начальник', 'Имя': 'Галимский Владимир Владимирович', 'Ссылка': '/people/inn/890300590166-galimsky-vladimir-vladimirovich', 'ИНН': '890300590166'}"
1138904003677,8904073818,890401001,29656098,"629306, Ямало-Ненецкий автономный округ, г. о. город Новый Уренгой, г. Новый Уренгой, ул. Промысловая, д. 45","ООО ""ГЭС-СТРОЙ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗЭНЕРГОСТРОЙ""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=понизилась до12,7 млрд руб.-5%', 'change': {'value': '-5%', 'tooltip': '13,3 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до-680,9 млн руб.-2252%', 'change': {'value': '-2252%', 'tooltip': '31,7 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили533,2 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'Исавердян Владимир Жорикович', 'Ссылка': '/people/inn/772201869430', 'С какого момента': 'с 20 октября 2020 г.'}",Не входит в санкционные списки,"['+7 349 422-29-62', '+7 349 422-29-18']","['n.lapshina@gesstr.ru', 'infonu@gesstr.ru', 'a.prusakova@gesstr.ru']",[],"[{'code': '41.20', 'text': 'Строительство жилых и нежилых зданий', 'href': '/select?code=412000', 'extra_tip': 'Основной'}, {'code': '08.12', 'text': 'Разработка гравийных и песчаных карьеров, добыча глины и каолина', 'href': '/select?code=081200', 'extra_tip': ''}, {'code': '08.12.2', 'text': 'Добыча глины и каолина', 'href': '/select?code=081220', 'extra_tip': ''}, {'code': '08.92.1', 'text': 'Добыча торфа', 'href': '/select?code=089210', 'extra_tip': ''}, {'code': '25.11', 'text': 'Производство строительных металлических конструкций, изделий и их частей', 'href': '/select?code=251100', 'extra_tip': ''}, {'code': '25.30.2', 'text': 'Производство ядерных установок и их составных частей, в том числе для транспортных средств', 'href': '/select?code=253020', 'extra_tip': ''}, {'code': '25.50.1', 'text': 'Предоставление услуг по ковке, прессованию, объемной и листовой штамповке и профилированию листового металла', 'href': '/select?code=255010', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 97', 'href': '/id/1138904003677/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Генеральный директор', 'Имя': 'Исавердян Владимир Жорикович', 'Ссылка': '/people/inn/772201869430-isaverdyan-vladimir-zhorikovich', 'ИНН': '772201869430'}"
1188901005040,8904087930,890401001,35055983,"629306, Ямало-Ненецкий автономный округ, г. о. город Новый Уренгой, г. Новый Уренгой, ул. 26 Съезда Кпсс, д. 10, этаж 01","ООО ""УК УЮТНЫЙ СЕВЕР""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ УЮТНЫЙ СЕВЕР""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,УСН Согласно данным ФНС за 2025 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=понизилась до187,8 млн руб.-2%', 'change': {'value': '-2%', 'tooltip': '191 млн руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до21,5 млн руб.+359%', 'change': {'value': '+359%', 'tooltip': '-8,3 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили13,9 млн руб.', 'change': None}]}","{'type': 'Управляющая организация', 'name': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""КОНСАЛТИНГОВАЯ КОМПАНИЯ ""ТИТАН""', 'link': '/id/1168901053309', 'since': 'с 30 января 2025 г.'}","{'Тип': 'Учредитель', 'Имя': 'Визир Ольга Валерьевна', 'Ссылка': '/people/inn/890402087579', 'С какого момента': 'с 17 февраля 2023 г.'}",Не входит в санкционные списки,"['+7 349 424-55-20', '+7 922 401-78-17']",['uyt.sever@list.ru'],"[{'name': 'www.uytsever.ru', 'url': 'https://www.uytsever.ru'}]","[{'code': '68.32.1', 'text': 'Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе', 'href': '/select?code=683210', 'extra_tip': 'Основной'}, {'code': '16.23', 'text': 'Производство прочих деревянных строительных конструкций и столярных изделий', 'href': '/select?code=162300', 'extra_tip': ''}, {'code': '25.11', 'text': 'Производство строительных металлических конструкций, изделий и их частей', 'href': '/select?code=251100', 'extra_tip': ''}, {'code': '32.91', 'text': 'Производство метел и щеток', 'href': '/select?code=329100', 'extra_tip': ''}, {'code': '35.13', 'text': 'Распределение электроэнергии', 'href': '/select?code=351300', 'extra_tip': ''}, {'code': '37.00', 'text': 'Сбор и обработка сточных вод', 'href': '/select?code=370000', 'extra_tip': ''}, {'code': '38.11', 'text': 'Сбор неопасных отходов', 'href': '/select?code=381100', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 45', 'href': '/id/1188901005040/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},
1188901001684,8911013810,891101001,28298952,"629851, Ямало-Ненецкий автономный округ, м. о. Пуровский Район, г. Тарко-Сале, мкр. Пуровск, ул. Промышленная, стр. 7","ООО ""ПНПЗ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ПУРОВСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до10,3 млрд руб.+52%', 'change': {'value': '+52%', 'tooltip': '6,8 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до48,5 млн руб.+4%', 'change': {'value': '+4%', 'tooltip': '46,8 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили241,9 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'Каратыш Кирилл Николаевич', 'Ссылка': '/people/inn/772981853815', 'С какого момента': 'с 16 апреля 2018 г.'}",Не входит в санкционные списки,"['+7 349 974-70-91', '+7 922 975-89-89']",['purnpz@purnpz.ru'],"[{'name': 'purnpz.ru', 'url': 'http://purnpz.ru'}]","[{'code': '19.20', 'text': 'Производство нефтепродуктов', 'href': '/select?code=192000', 'extra_tip': 'Основной'}, {'code': '46.71', 'text': 'Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами', 'href': '/select?code=467100', 'extra_tip': ''}, {'code': '46.71.2', 'text': 'Торговля оптовая моторным топливом, включая авиационный бензин', 'href': '/select?code=467120', 'extra_tip': ''}, {'code': '52.10', 'text': 'Деятельность по складированию и хранению', 'href': '/select?code=521000', 'extra_tip': ''}, {'code': '64.20', 'text': 'Деятельность холдинговых компаний', 'href': '/select?code=642000', 'extra_tip': ''}, {'code': '70.22', 'text': 'Консультирование по вопросам коммерческой деятельности и управления', 'href': '/select?code=702200', 'extra_tip': ''}, {'code': '73.20.1', 'text': 'Исследование конъюнктуры рынка', 'href': '/select?code=732010', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Генеральный директор', 'Имя': 'Петрухин Евгений Владимирович', 'Ссылка': '/people/inn/165604602167-petruhin-evgeny-vladimirovich', 'ИНН': '165604602167'}"
1149102003423,9102002878,910201001,00121070,"295034, Республика Крым, г. Симферополь, ул. Киевская, д. 74/6","ГУП РК ""КРЫМЭНЕРГО""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМЭНЕРГО""",Действующая компания,Государственные унитарные предприятия субъектов Российской Федерации,Собственность субъектов Российской Федерации,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до31,7 млрд руб.+14%', 'change': {'value': '+14%', 'tooltip': '28 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до689,6 млн руб.+214%', 'change': {'value': '+214%', 'tooltip': '-607,2 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили30 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили5 млн руб.', 'change': None}]}",,{'Информация': 'Нет данных'},Входит в санкционные списки следующих стран: Украина,"['+7 065 259-13-59', '+7 365 692-51-64', '+7 365 259-15-17']","['vopros@krgo.energy.crimea.ru', 'mishinamv@crimea-energy.ru', 'sibpostavka@gmail.com']","[{'name': 'gup-krymenergo.crimea.ru', 'url': 'http://gup-krymenergo.crimea.ru'}, {'name': 'realtysea.com', 'url': 'http://realtysea.com'}]","[{'code': '35.12', 'text': 'Передача электроэнергии и технологическое присоединение к распределительным электросетям', 'href': '/select?code=351200', 'extra_tip': 'Основной'}, {'code': '22.11', 'text': 'Производство резиновых шин, покрышек и камер; восстановление резиновых шин и покрышек', 'href': '/select?code=221100', 'extra_tip': ''}, {'code': '22.19', 'text': 'Производство прочих резиновых изделий', 'href': '/select?code=221900', 'extra_tip': ''}, {'code': '25.11', 'text': 'Производство строительных металлических конструкций, изделий и их частей', 'href': '/select?code=251100', 'extra_tip': ''}, {'code': '25.72', 'text': 'Производство замков, петель', 'href': '/select?code=257200', 'extra_tip': ''}, {'code': '25.73', 'text': 'Производство инструмента', 'href': '/select?code=257300', 'extra_tip': ''}, {'code': '31.01', 'text': 'Производство мебели для офисов и предприятий торговли', 'href': '/select?code=310100', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 15', 'href': '/id/1149102003423/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Генеральный директор', 'Имя': 'Шклярский Максим Ярославович', 'Ссылка': '/people/inn/910202366062-shklyarsky-maksim-yaroslavovich', 'ИНН': '910202366062'}"
1149102024906,9102016743,910201001,00192672,"295001, Республика Крым, г. Симферополь, ул. Училищная, д. 42А","ГУП РК ""КРЫМГАЗСЕТИ""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМГАЗСЕТИ""",Действующая компания,Государственные унитарные предприятия субъектов Российской Федерации,Собственность субъектов Российской Федерации,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до6,4 млрд руб.+6%', 'change': {'value': '+6%', 'tooltip': '6,1 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до3,2 млрд руб.-25%', 'change': {'value': '-25%', 'tooltip': '4,2 млрд руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили35,7 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили751 тыс. руб.', 'change': None}]}",,{'Информация': 'Нет данных'},Не входит в санкционные списки,"['+7 365 643-21-58', '+7 365 227-15-16', '+7 365 225-94-50']","['yltugh@crimeagasnet.ru', 'guprk@crimeagasnet.ru', 'evugh@crimeagasnet.ru']","[{'name': 'lkcrimeagasnet.ru', 'url': 'http://lkcrimeagasnet.ru'}]","[{'code': '35.22', 'text': 'Распределение газообразного топлива по газораспределительным сетям', 'href': '/select?code=352200', 'extra_tip': 'Основной'}, {'code': '33.11', 'text': 'Ремонт металлоизделий', 'href': '/select?code=331100', 'extra_tip': ''}, {'code': '33.19', 'text': 'Ремонт прочего оборудования', 'href': '/select?code=331900', 'extra_tip': ''}, {'code': '41.20', 'text': 'Строительство жилых и нежилых зданий', 'href': '/select?code=412000', 'extra_tip': ''}, {'code': '42.21', 'text': 'Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения', 'href': '/select?code=422100', 'extra_tip': ''}, {'code': '42.99', 'text': 'Строительство прочих инженерных сооружений, не включенных в другие группировки', 'href': '/select?code=429900', 'extra_tip': ''}, {'code': '43.22', 'text': 'Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха', 'href': '/select?code=432200', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 47', 'href': '/id/1149102024906/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Директор', 'Имя': 'Надточаев Дмитрий Михайлович', 'Ссылка': '/people/inn/910707813570-nadtochaev-dmitry-mihaylovich', 'ИНН': '910707813570'}"
1149102079213,9102041010,910201001,00730520,"295011, Республика Крым, г. Симферополь, ул. Севастопольская, д. 4, офис 1","ООО ""СТАР""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАР""","Юридическое лицо ликвидировано 20 февраля 2025 года
Ликвидация юридического лица",,Частная собственность,,,,"{'Тип': 'Учредитель', 'Имя': 'Османов Ришат Нуридинович', 'Ссылка': '/people/inn/910208612300', 'С какого момента': 'с 11 ноября 2014 г.'}",,[],[],[],"[{'code': '68.20', 'text': 'Аренда и управление собственным или арендованным недвижимым имуществом', 'href': '/select?code=682000', 'extra_tip': 'Основной'}, {'code': '20.41', 'text': 'Производство мыла и моющих, чистящих и полирующих средств', 'href': '/select?code=204100', 'extra_tip': ''}, {'code': '47.11', 'text': 'Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах', 'href': '/select?code=471100', 'extra_tip': ''}, {'code': '56.10', 'text': 'Деятельность ресторанов и услуги по доставке продуктов питания', 'href': '/select?code=561000', 'extra_tip': ''}, {'code': '56.10.1', 'text': 'Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания', 'href': '/select?code=561010', 'extra_tip': ''}, {'code': '56.10.3', 'text': 'Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах', 'href': '/select?code=561030', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Ликвидатор', 'Имя': 'Османов Ришат Нуридинович', 'Ссылка': '/people/inn/910208612300-osmanov-rishat-nuridinovich', 'ИНН': '910208612300'}"
